rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date
6,6,-1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3223384,2.6,-7788250,-70.7,166615204,355,-697,-66.3,17363,29,32,2024-01-02
7,7,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,2224054,1.8,-1147308,-34,19545862058,222,-96,-30.2,2009938,18,22,2024-01-02
8,8,3,OLD,20235905,티처스 라운지,2023-12-27,1905188,1.5,-947740,-33.2,29788797,217,-73,-25.2,3255,28,31,2024-01-02
9,9,-1,OLD,20124722,피아니스트의 전설,2020-01-01,1726578,1.4,-1336500,-43.6,418716169,188,-106,-36.1,52064,23,25,2024-01-02
10,10,0,NEW,20227654,수라,2023-06-21,1204000,1.0,1204000,100,516740124,172,172,100,61024,1,1,2024-01-02
1,1,0,OLD,20234114,괴물,2023-11-29,40171254,37.8,-3143874,-7.3,3967820337,4005,-361,-8.3,404508,193,285,2024-01-03
2,2,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,18029700,17.0,-8068600,-30.9,417102290,2270,-1073,-32.1,50907,146,152,2024-01-03
3,3,0,OLD,20233299,크레센도,2023-12-20,12301100,11.6,-3310900,-21.2,452211500,1500,-420,-21.9,42865,66,95,2024-01-03
4,4,0,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,12400958,11.7,-5729157,-31.6,348419054,1384,-504,-26.7,37468,149,188,2024-01-03
5,5,1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,4096350,3.9,872966,27.1,170711554,468,113,31.8,17831,23,26,2024-01-03
6,6,39,OLD,20235924,클레오의 세계,2024-01-03,4196300,3.9,4172300,17384.6,11507890,446,444,22200,1315,42,53,2024-01-03
7,7,-2,OLD,20235693,리빙: 어떤 인생,2023-12-13,2649667,2.5,-479639,-15.3,180496060,302,-79,-20.7,19234,14,18,2024-01-03
8,8,-1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,1445700,1.4,-778354,-35,19547307758,148,-74,-33.3,2010086,13,15,2024-01-03
9,9,0,OLD,20124722,피아니스트의 전설,2020-01-01,1198300,1.1,-528278,-30.6,419914469,143,-45,-23.9,52207,20,20,2024-01-03
10,10,-2,OLD,20235905,티처스 라운지,2023-12-27,1078500,1.0,-826688,-43.4,30867297,138,-79,-36.4,3393,21,22,2024-01-03
1,1,0,OLD,20234114,괴물,2023-11-29,35140984,32.1,-5030270,-12.5,4002961321,3494,-511,-12.8,408002,196,261,2024-01-04
2,2,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,15277110,13.9,-2752590,-15.3,432379400,1963,-307,-13.5,52870,140,150,2024-01-04
3,3,1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,19326435,17.6,6925477,55.8,367745489,1761,377,27.2,39229,139,173,2024-01-04
4,4,-1,OLD,20233299,크레센도,2023-12-20,10952100,10.0,-1349000,-11,463163600,1263,-237,-15.8,44128,64,90,2024-01-04
5,5,0,NEW,20235854,덤 머니,2024-01-17,4608000,4.2,4608000,100,5089500,512,512,100,560,3,3,2024-01-04
6,6,-1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,4356678,4.0,260328,6.4,175068232,490,22,4.7,18321,28,30,2024-01-04
7,7,-1,OLD,20235924,클레오의 세계,2024-01-03,3064178,2.8,-1132122,-27,14572068,321,-125,-28,1636,41,51,2024-01-04
8,8,-1,OLD,20235693,리빙: 어떤 인생,2023-12-13,2630439,2.4,-19228,-0.7,183126499,307,5,1.7,19541,12,15,2024-01-04
9,9,0,NEW,20235353,길위에 김대중,2024-01-10,1488000,1.4,1488000,100,121277000,200,200,100,13581,2,2,2024-01-04
10,10,1,OLD,20228560,너와 나,2023-10-25,1479456,1.4,352806,31.3,333758409,162,36,28.6,34215,12,14,2024-01-04
1,1,0,OLD,20234114,괴물,2023-11-29,49830287,42.6,14689303,41.8,4052791608,4959,1465,41.9,412961,201,283,2024-01-05
2,2,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,14140550,12.1,-1136560,-7.4,446519950,1793,-170,-8.7,54663,135,146,2024-01-05
3,3,1,OLD,20233299,크레센도,2023-12-20,14190000,12.1,3237900,29.6,477353600,1506,243,19.2,45634,67,93,2024-01-05
4,4,-1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,10770628,9.2,-8555807,-44.3,378516117,1039,-722,-41,40268,126,152,2024-01-05
5,5,1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,4460156,3.8,103478,2.4,179528388,471,-19,-3.9,18792,30,32,2024-01-05
6,6,2,OLD,20235693,리빙: 어떤 인생,2023-12-13,3508478,3.0,878039,33.4,186634977,391,84,27.4,19932,18,22,2024-01-05
7,7,0,OLD,20235924,클레오의 세계,2024-01-03,3218469,2.8,154291,5,17790537,316,-5,-1.6,1952,44,56,2024-01-05
8,8,1,OLD,20235353,길위에 김대중,2024-01-10,2536000,2.2,1048000,70.4,123813000,242,42,21,13823,2,2,2024-01-05
9,9,0,NEW,19810057,콰이강의 다리,1962-11-03,488000,0.4,488000,100,26972500,235,235,100,13358,1,3,2024-01-05
10,10,0,OLD,20228560,너와 나,2023-10-25,1704878,1.5,225422,15.2,335463287,159,-3,-1.9,34374,13,15,2024-01-05
1,1,0,OLD,20234114,괴물,2023-11-29,81768123,38.4,31937836,64.1,4134559731,8015,3056,61.6,420976,200,287,2024-01-06
2,2,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,22361510,10.5,8220960,58.1,468881460,2766,973,54.3,57429,163,201,2024-01-06
3,3,5,OLD,20235353,길위에 김대중,2024-01-10,23802000,11.2,21266000,838.6,147615000,2320,2078,858.7,16143,12,12,2024-01-06
4,4,-1,OLD,20233299,크레센도,2023-12-20,18463500,8.7,4273500,30.1,495817100,1750,244,16.2,47384,63,92,2024-01-06
5,5,-1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,18159594,8.5,7388966,68.6,396675711,1686,647,62.3,41954,126,150,2024-01-06
6,6,1,OLD,20235924,클레오의 세계,2024-01-03,9987517,4.7,6769048,210.3,27778054,907,591,187,2859,47,59,2024-01-06
7,7,-2,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,8623039,4.0,4162883,93.3,188151427,890,419,89,19682,34,37,2024-01-06
8,8,-2,OLD,20235693,리빙: 어떤 인생,2023-12-13,5107000,2.4,1598522,45.6,191741977,541,150,38.4,20473,18,20,2024-01-06
9,9,0,NEW,20236108,노 베어스,2024-01-10,6003000,2.8,6003000,100,7357000,407,407,100,555,1,1,2024-01-06
10,10,0,OLD,20228560,너와 나,2023-10-25,3781600,1.8,2076722,121.8,339244887,351,192,120.8,34725,15,17,2024-01-06
1,1,0,OLD,20234114,괴물,2023-11-29,74439121,44.3,-7329002,-9,4208998852,7324,-691,-8.6,428300,195,281,2024-01-07
2,2,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,26422800,15.7,4061290,18.2,495304260,3240,474,17.1,60669,159,197,2024-01-07
3,3,2,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,15843715,9.4,-2315879,-12.8,412519426,1566,-120,-7.1,43520,121,142,2024-01-07
4,4,0,OLD,20233299,크레센도,2023-12-20,15625000,9.3,-2838500,-15.4,511442100,1451,-299,-17.1,48835,64,87,2024-01-07
5,5,2,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,6090117,3.6,-2532922,-29.4,194241544,628,-262,-29.4,20310,29,35,2024-01-07
6,6,2,OLD,20235693,리빙: 어떤 인생,2023-12-13,5950400,3.5,843400,16.5,197692377,619,78,14.4,21092,18,21,2024-01-07
7,7,-1,OLD,20235924,클레오의 세계,2024-01-03,5862520,3.5,-4124997,-41.3,33640574,551,-356,-39.3,3410,45,56,2024-01-07
8,8,2,OLD,20228560,너와 나,2023-10-25,3437800,2.0,-343800,-9.1,342682687,302,-49,-14,35027,18,20,2024-01-07
9,9,3,OLD,20124722,피아니스트의 전설,2020-01-01,1873628,1.1,-486211,-20.6,426145036,201,-37,-15.5,52867,18,18,2024-01-07
10,10,1,OLD,19810057,콰이강의 다리,1962-11-03,382000,0.2,-133000,-25.8,27869500,191,-64,-25.1,13804,1,3,2024-01-07
1,1,0,OLD,20234114,괴물,2023-11-29,33594616,45.2,-40844505,-54.9,4242593468,3414,-3910,-53.4,431714,200,282,2024-01-08
2,2,2,OLD,20233299,크레센도,2023-12-20,7607600,10.2,-8017400,-51.3,519049700,837,-614,-42.3,49672,70,90,2024-01-08
3,3,0,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,7202739,9.7,-8640976,-54.5,419722165,746,-820,-52.4,44266,113,134,2024-01-08
4,4,-2,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,5633150,7.6,-20789650,-78.7,500937410,704,-2536,-78.3,61373,110,124,2024-01-08
5,5,0,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3172739,4.3,-2917378,-47.9,197414283,338,-290,-46.2,20648,26,28,2024-01-08
6,6,1,OLD,20235924,클레오의 세계,2024-01-03,2510928,3.4,-3351592,-57.2,36151502,277,-274,-49.7,3687,35,44,2024-01-08
7,7,-1,OLD,20235693,리빙: 어떤 인생,2023-12-13,1756339,2.4,-4194061,-70.5,199448716,196,-423,-68.3,21288,12,16,2024-01-08
8,8,2,OLD,19810057,콰이강의 다리,1962-11-03,368000,0.5,-14000,-3.7,28237500,184,-7,-3.7,13988,1,3,2024-01-08
9,9,0,NEW,20235353,길위에 김대중,2024-01-10,2007000,2.7,2007000,100,149622000,176,176,100,16319,2,2,2024-01-08
10,10,1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,1298973,1.7,-225915,-14.8,19555590489,136,-23,-14.5,2010901,17,20,2024-01-08
1,1,0,OLD,20234114,괴물,2023-11-29,35314085,43.2,1719469,5.1,4277907553,3683,269,7.9,435397,205,286,2024-01-09
2,2,1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,7506279,9.2,303540,4.2,427228444,808,62,8.3,45074,120,145,2024-01-09
3,3,1,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,6122600,7.5,489450,8.7,507060010,775,71,10.1,62148,111,122,2024-01-09
4,4,-2,OLD,20233299,크레센도,2023-12-20,6687300,8.2,-920300,-12.1,525737000,712,-125,-14.9,50384,66,84,2024-01-09
5,5,0,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3122100,3.8,-50639,-1.6,200536383,351,13,3.8,20999,29,29,2024-01-09
6,6,0,OLD,20235924,클레오의 세계,2024-01-03,2550245,3.1,39317,1.6,38701747,284,7,2.5,3971,42,51,2024-01-09
7,7,0,OLD,20235693,리빙: 어떤 인생,2023-12-13,2296678,2.8,540339,30.8,201745394,258,62,31.6,21546,15,18,2024-01-09
8,8,0,NEW,20236464,도그맨,2024-01-24,1800000,2.2,1800000,100,1800000,200,200,100,200,1,1,2024-01-09
9,9,0,NEW,20101394,7인의 말괄량이,1976-01-15,348000,0.4,348000,100,994000,174,174,100,493,1,5,2024-01-09
10,10,2,OLD,20235905,티처스 라운지,2023-12-27,2003500,2.5,1121200,127.1,38844975,165,74,81.3,4178,16,19,2024-01-09
1,1,14,OLD,20235353,길위에 김대중,2024-01-10,104657368,39.3,103532368,9202.9,255404368,10915,10790,8632,27359,404,579,2024-01-10
2,2,0,NEW,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,57713671,21.7,57713671,100,72444401,6145,6145,100,7336,168,187,2024-01-10
3,3,-2,OLD,20234114,괴물,2023-11-29,40624984,15.2,5310899,15,4318532537,4343,660,17.9,439740,164,215,2024-01-10
4,4,0,NEW,20236533,립세의 사계,2024-01-10,17472680,6.6,17472680,100,21803650,2556,2556,100,3068,186,340,2024-01-10
5,5,0,NEW,20227650,이어지는 땅,2024-01-10,5016000,1.9,5016000,100,7784000,615,615,100,1037,30,37,2024-01-10
6,6,-2,OLD,20233299,크레센도,2023-12-20,5572200,2.1,-1115100,-16.7,531309200,539,-173,-24.3,50923,46,58,2024-01-10
7,7,0,NEW,20235854,덤 머니,2024-01-17,4716000,1.8,4716000,100,11137500,524,524,100,1228,2,2,2024-01-10
8,8,-6,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,4265267,1.6,-3241012,-43.2,431493711,475,-333,-41.2,45549,58,64,2024-01-10
9,9,0,NEW,20236108,노 베어스,2024-01-10,3755800,1.4,3755800,100,11112800,412,412,100,967,41,44,2024-01-10
10,10,-5,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3542117,1.3,420017,13.5,204078500,403,52,14.8,21402,24,27,2024-01-10
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,51286290,32.0,-53371078,-51,306690658,5453,-5462,-50,32812,404,551,2024-01-11
2,2,1,OLD,20234114,괴물,2023-11-29,28819551,18.0,-11805433,-29.1,4347352088,3066,-1277,-29.4,442806,166,224,2024-01-11
3,3,-1,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,28398964,17.7,-29314707,-50.8,100843365,2907,-3238,-52.7,10243,169,181,2024-01-11
4,4,0,OLD,20236533,립세의 사계,2024-01-10,9718160,6.1,-7754520,-44.4,31521810,1261,-1295,-50.7,4329,174,323,2024-01-11
5,5,1,OLD,20233299,크레센도,2023-12-20,8557000,5.3,2984800,53.6,539866200,845,306,56.8,51768,52,64,2024-01-11
6,6,-1,OLD,20227650,이어지는 땅,2024-01-10,4756800,3.0,-259200,-5.2,12540800,576,-39,-6.3,1613,25,33,2024-01-11
7,7,1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,3727234,2.3,-538033,-12.6,435220945,401,-74,-15.6,45950,57,67,2024-01-11
8,8,2,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3016712,1.9,-525405,-14.8,207095212,341,-62,-15.4,21743,24,27,2024-01-11
9,9,0,OLD,20236108,노 베어스,2024-01-10,3119539,1.9,-636261,-16.9,14232339,340,-72,-17.5,1307,35,38,2024-01-11
10,10,1,OLD,20235693,리빙: 어떤 인생,2023-12-13,2263378,1.4,-151350,-6.3,206423500,272,-11,-3.9,22101,12,15,2024-01-11
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,54027477,30.7,2741187,5.3,360718135,5432,-21,-0.4,38244,397,555,2024-01-12
2,2,0,OLD,20234114,괴물,2023-11-29,37411813,21.3,8592262,29.8,4384763901,3706,640,20.9,446512,175,242,2024-01-12
3,3,0,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,28057942,16.0,-341022,-1.2,128901307,2717,-190,-6.5,12960,176,196,2024-01-12
4,4,0,OLD,20236533,립세의 사계,2024-01-10,9863070,5.6,144910,1.5,41384880,1225,-36,-2.9,5554,157,294,2024-01-12
5,5,2,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,8503273,4.8,4776039,128.1,443724218,746,345,86,46696,64,71,2024-01-12
6,6,-1,OLD,20233299,크레센도,2023-12-20,7956300,4.5,-600700,-7,547822500,734,-111,-13.1,52502,51,64,2024-01-12
7,7,2,OLD,20236108,노 베어스,2024-01-10,5044917,2.9,1925378,61.7,19277256,450,110,32.4,1757,35,38,2024-01-12
8,8,-2,OLD,20227650,이어지는 땅,2024-01-10,2913200,1.7,-1843600,-38.8,15454000,344,-232,-40.3,1957,23,29,2024-01-12
9,9,-1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3265739,1.9,249027,8.3,210360951,332,-9,-2.6,22075,25,29,2024-01-12
10,10,0,OLD,20235693,리빙: 어떤 인생,2023-12-13,2276539,1.3,13161,0.6,208700039,248,-24,-8.8,22349,12,14,2024-01-12
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,102383748,35.0,48356271,89.5,463101883,10173,4741,87.3,48417,414,577,2024-01-13
2,2,0,OLD,20234114,괴물,2023-11-29,56881947,19.4,19470134,52,4441645848,5422,1716,46.3,451934,180,241,2024-01-13
3,3,0,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,50598241,17.3,22540299,80.3,179499548,4934,2217,81.6,17894,185,228,2024-01-13
4,4,2,OLD,20233299,크레센도,2023-12-20,14147100,4.8,6190800,77.8,561969600,1276,542,73.8,53778,51,66,2024-01-13
5,5,-1,OLD,20236533,립세의 사계,2024-01-10,10539290,3.6,676220,6.9,51924170,1107,-118,-9.6,6661,147,237,2024-01-13
6,6,-1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,8611823,2.9,108550,1.3,452336041,863,117,15.7,47559,57,64,2024-01-13
7,7,4,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,5411550,1.8,3682100,212.9,517386010,647,417,181.3,63463,36,38,2024-01-13
8,8,1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,5526939,1.9,2261200,69.2,215887890,578,246,74.1,22653,27,28,2024-01-13
9,9,-1,OLD,20227650,이어지는 땅,2024-01-10,4083800,1.4,1170600,40.2,19537800,487,143,41.6,2444,24,30,2024-01-13
10,10,-3,OLD,20236108,노 베어스,2024-01-10,4253177,1.5,-791740,-15.7,23530433,455,5,1.1,2212,37,39,2024-01-13
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,102280294,37.6,-103454,-0.1,565382177,10226,53,0.5,58643,406,557,2024-01-14
2,2,0,OLD,20234114,괴물,2023-11-29,52840771,19.4,-4041176,-7.1,4494486619,5089,-333,-6.1,457023,185,244,2024-01-14
3,3,0,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,47699885,17.5,-2898356,-5.7,227199433,4643,-291,-5.9,22537,182,226,2024-01-14
4,4,1,OLD,20236533,립세의 사계,2024-01-10,9094550,3.3,-1444740,-13.7,61018720,970,-137,-12.4,7631,138,225,2024-01-14
5,4,0,OLD,20233299,크레센도,2023-12-20,10800000,4.0,-3347100,-23.7,572769600,970,-306,-24,54748,49,65,2024-01-14
6,6,0,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,6537362,2.4,-2074461,-24.1,458873403,661,-202,-23.4,48220,58,64,2024-01-14
7,7,0,OLD,20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,5009050,1.8,-402500,-7.4,522395060,607,-40,-6.2,64070,29,34,2024-01-14
8,8,1,OLD,20227650,이어지는 땅,2024-01-10,3752300,1.4,-331500,-8.1,23290100,452,-35,-7.2,2896,22,31,2024-01-14
9,9,-1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,3836267,1.4,-1690672,-30.6,219724157,395,-183,-31.7,23048,26,27,2024-01-14
10,10,0,OLD,20236108,노 베어스,2024-01-10,3750623,1.4,-502554,-11.8,27281056,390,-65,-14.3,2602,39,42,2024-01-14
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,29050324,28.4,-73229970,-71.6,594432501,3141,-7085,-69.3,61784,391,531,2024-01-15
2,2,0,OLD,20234114,괴물,2023-11-29,21465494,21.0,-31375277,-59.4,4515952113,2174,-2915,-57.3,459197,174,237,2024-01-15
3,3,0,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,15853058,15.5,-31846827,-66.8,243052491,1598,-3045,-65.6,24135,165,202,2024-01-15
4,4,0,OLD,20233299,크레센도,2023-12-20,5266100,5.1,-5533900,-51.2,578035700,520,-450,-46.4,55268,46,59,2024-01-15
5,5,-1,OLD,20236533,립세의 사계,2024-01-10,4298010,4.2,-4796540,-52.7,65316730,476,-494,-50.9,8107,120,183,2024-01-15
6,6,4,OLD,20236108,노 베어스,2024-01-10,3025889,3.0,-724734,-19.3,30306945,310,-80,-20.5,2912,32,35,2024-01-15
7,7,-1,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,2769039,2.7,-3768323,-57.6,461642442,306,-355,-53.7,48526,50,53,2024-01-15
8,8,1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,2853639,2.8,-982628,-25.6,222577796,304,-91,-23,23352,20,23,2024-01-15
9,9,6,OLD,20235925,나의 올드 오크,2024-01-17,2178000,2.1,41900,2,17264800,232,35,17.8,1864,3,3,2024-01-15
10,10,4,OLD,20235693,리빙: 어떤 인생,2023-12-13,1863900,1.8,-370600,-16.6,216121978,217,-30,-12.1,23175,11,14,2024-01-15
1,1,0,OLD,20235353,길위에 김대중,2024-01-10,33733173,27.0,4682849,16.1,628165674,3538,397,12.6,65322,406,545,2024-01-16
2,2,0,OLD,20234114,괴물,2023-11-29,22857592,18.3,1392098,6.5,4538809705,2266,92,4.2,461463,176,242,2024-01-16
3,3,0,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,15673007,12.6,-180051,-1.1,258725498,1589,-9,-0.6,25724,169,199,2024-01-16
4,4,1,OLD,20236533,립세의 사계,2024-01-10,8987530,7.2,4689520,109.1,74304260,1383,907,190.5,9490,163,284,2024-01-16
5,5,-1,OLD,20233299,크레센도,2023-12-20,9218300,7.4,3952200,75,587254000,1362,842,161.9,56630,54,68,2024-01-16
6,6,0,OLD,20236108,노 베어스,2024-01-10,4963660,4.0,1937771,64,35270605,532,222,71.6,3444,38,43,2024-01-16
7,7,0,OLD,20236080,류이치 사카모토: 오퍼스,2023-12-27,4092473,3.3,1323434,47.8,465734915,450,144,47.1,48976,58,64,2024-01-16
8,8,4,OLD,20227650,이어지는 땅,2024-01-10,2927500,2.3,1390500,90.5,27754600,359,170,89.9,3444,20,25,2024-01-16
9,9,-1,OLD,20235923,사랑은 낙엽을 타고,2023-12-20,2747539,2.2,-106100,-3.7,225325335,318,14,4.6,23670,25,27,2024-01-16
10,10,-1,OLD,20235925,나의 올드 오크,2024-01-17,2984000,2.4,806000,37,20248800,272,40,17.2,2136,1,1,2024-01-16
1,1,0,NEW,20235854,덤 머니,2024-01-17,51646876,24.3,51646876,100,62784376,5917,5917,100,7145,465,862,2024-01-17
2,2,-1,OLD,20235353,길위에 김대중,2024-01-10,33296601,15.6,-436572,-1.3,661462275,3641,103,2.9,68963,370,535,2024-01-17
3,3,-1,OLD,20234114,괴물,2023-11-29,22957897,10.8,100305,0.4,4561767602,2313,47,2.1,463776,167,234,2024-01-17
4,4,6,OLD,20235925,나의 올드 오크,2024-01-17,19341597,9.1,16357597,548.2,39590397,2195,1923,707,4331,83,120,2024-01-17
5,5,-2,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,19763814,9.3,4090807,26.1,278489312,2025,436,27.4,27749,166,227,2024-01-17
6,6,0,NEW,20178522,콜 미 바이 유어 네임,2018-03-22,14114450,6.6,14114450,100,1924546418,1709,1709,100,228359,38,38,2024-01-17
7,7,-3,OLD,20236533,립세의 사계,2024-01-10,5712080,2.7,-3275450,-36.4,80016340,892,-491,-35.5,10382,111,165,2024-01-17
8,8,0,NEW,20227073,신 에반게리온 극장판,2022-10-05,9547400,4.5,9547400,100,296512200,848,848,100,26261,6,14,2024-01-17
9,9,-4,OLD,20233299,크레센도,2023-12-20,4855200,2.3,-4363100,-47.3,592109200,577,-785,-57.6,57207,36,49,2024-01-17
10,10,0,NEW,20235073,라이즈,2024-01-17,5176306,2.4,5176306,100,16470596,575,575,100,1795,65,79,2024-01-17
1,1,0,OLD,20235854,덤 머니,2024-01-17,38740467,22.2,-12906409,-25,101524843,4367,-1550,-26.2,11512,444,793,2024-01-18
2,2,0,OLD,20235353,길위에 김대중,2024-01-10,31932507,18.3,-1364094,-4.1,693394782,3431,-210,-5.8,72394,369,520,2024-01-18
3,3,0,OLD,20234114,괴물,2023-11-29,20613620,11.8,-2344277,-10.2,4582381222,2078,-235,-10.2,465854,173,243,2024-01-18
4,4,1,OLD,20236557,스즈메의 문단속: 다녀왔어,2024-01-10,15269279,8.7,-4494535,-22.7,293758591,1530,-495,-24.4,29279,165,224,2024-01-18
5,5,-1,OLD,20235925,나의 올드 오크,2024-01-17,12034939,6.9,-7306658,-37.8,51625336,1270,-925,-42.1,5601,80,109,2024-01-18
6,6,0,NEW,20230956,세기말의 사랑,2024-01-24,7776000,4.5,7776000,100,9976000,864,864,100,1139,3,4,2024-01-18
7,7,-1,OLD,20178522,콜 미 바이 유어 네임,2018-03-22,7485430,4.3,-6629020,-47,1932031848,839,-870,-50.9,229198,38,39,2024-01-18
8,8,-1,OLD,20236533,립세의 사계,2024-01-10,5145500,2.9,-566580,-9.9,85161840,762,-130,-14.6,11144,114,177,2024-01-18
9,9,0,OLD,20233299,크레센도,2023-12-20,6081200,3.5,1226000,25.3,598190400,740,163,28.2,57947,39,53,2024-01-18
10,10,0,OLD,20235073,라이즈,2024-01-17,4227878,2.4,-948428,-18.3,20698474,462,-113,-19.7,2257,66,76,2024-01-18
