rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date
9,9,0,OLD,20197483,1919 유관순,2019-03-14,7470000,3.6,2328500,45.3,464463410,848,263,45,56012,3,5,2019-04-18
10,10,-5,OLD,20197092,로망,2019-04-03,3691460,1.8,-3038540,-45.1,536309920,612,-434,-41.5,70409,33,37,2019-04-18
1,1,1,OLD,20198104,바이스,2019-04-11,46930300,18.7,15711400,50.3,887315500,5429,1523,39,104471,184,543,2019-04-19
2,2,-1,OLD,19990220,노팅 힐,1999-07-03,45894400,18.2,14123700,44.5,112278400,5317,1199,29.1,14050,181,567,2019-04-19
3,3,0,OLD,20188393,"다시, 봄",2019-04-17,27219000,10.8,1476560,5.7,115951500,3395,99,3,14357,356,740,2019-04-19
4,4,2,OLD,20183773,장난스런 키스,2019-03-27,27767630,11.0,9518420,52.2,3322990388,3346,1048,45.6,407354,179,320,2019-04-19
5,5,0,OLD,20199735,유랑지구,2019-04-18,21841540,8.7,2893060,15.3,42320020,2564,179,7.5,5119,178,350,2019-04-19
6,6,-2,OLD,20198912,노무현과 바보들,2019-04-18,19052380,7.6,-5434940,-22.2,49137700,2230,-1029,-31.6,6111,334,608,2019-04-19
7,7,1,OLD,20188083,뷰티플 마인드,2019-04-18,8359400,3.3,1415000,20.4,21321900,989,99,11.1,2581,163,252,2019-04-19
8,8,5,OLD,20175228,스탈린이 죽었다!,2019-04-18,5922730,2.4,3702730,166.8,10470730,607,298,96.4,1227,26,37,2019-04-19
9,9,0,OLD,20197483,1919 유관순,2019-03-14,5273000,2.1,-2197000,-29.4,469736410,587,-261,-30.8,56599,5,5,2019-04-19
10,10,0,OLD,20197092,로망,2019-04-03,3366600,1.3,-324860,-8.8,539676520,556,-56,-9.2,70965,34,40,2019-04-19
1,1,1,OLD,19990220,노팅 힐,1999-07-03,81546300,21.6,35651900,77.7,193824700,9312,3995,75.1,23362,183,611,2019-04-20
2,2,-1,OLD,20198104,바이스,2019-04-11,80318100,21.3,33387800,71.1,967633600,9272,3843,70.8,113743,192,557,2019-04-20
3,3,1,OLD,20183773,장난스런 키스,2019-03-27,54427180,14.4,26659550,96,3377417568,6309,2963,88.6,413663,223,435,2019-04-20
4,4,1,OLD,20199735,유랑지구,2019-04-18,37558770,10.0,15717230,72,79878790,4320,1756,68.5,9439,173,346,2019-04-20
5,5,-2,OLD,20188393,"다시, 봄",2019-04-17,34692370,9.2,7473370,27.5,150643870,4161,766,22.6,18518,353,688,2019-04-20
6,6,0,OLD,20198912,노무현과 바보들,2019-04-18,25029200,6.6,5976820,31.4,74166900,3028,798,35.8,9139,362,624,2019-04-20
7,7,0,OLD,20188083,뷰티플 마인드,2019-04-18,10891400,2.9,2532000,30.3,32213300,1367,378,38.2,3948,190,287,2019-04-20
8,8,4,OLD,20180802,러브리스,2019-04-18,6590700,1.7,2222420,50.9,27620580,850,308,56.8,3435,47,62,2019-04-20
9,9,4,OLD,20198146,콜레트,2019-03-27,5440600,1.4,1221900,29,382518461,702,165,30.7,47497,39,52,2019-04-20
10,10,6,OLD,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,4891440,1.3,2073000,73.6,378825860,562,265,89.2,42856,32,34,2019-04-20
1,1,0,OLD,19990220,노팅 힐,1999-07-03,71001600,21.0,-10544700,-12.9,264826300,8057,-1255,-13.5,31419,183,589,2019-04-21
2,2,0,OLD,20198104,바이스,2019-04-11,67217600,19.9,-13100500,-16.3,1034851200,7840,-1432,-15.4,121583,192,535,2019-04-21
3,3,0,OLD,20183773,장난스런 키스,2019-03-27,46766560,13.8,-7660620,-14.1,3424184128,5421,-888,-14.1,419084,225,423,2019-04-21
4,4,0,OLD,20199735,유랑지구,2019-04-18,36240260,10.7,-1318510,-3.5,116119050,4134,-186,-4.3,13573,177,345,2019-04-21
5,5,0,OLD,20188393,"다시, 봄",2019-04-17,30688920,9.1,-4003450,-11.5,181332790,3633,-528,-12.7,22151,342,624,2019-04-21
6,6,0,OLD,20198912,노무현과 바보들,2019-04-18,24977700,7.4,-51500,-0.2,99144600,3035,7,0.2,12174,366,614,2019-04-21
7,7,0,OLD,20188083,뷰티플 마인드,2019-04-18,10256700,3.0,-634700,-5.8,42470000,1262,-105,-7.7,5210,189,282,2019-04-21
8,8,0,OLD,20180802,러브리스,2019-04-18,6041400,1.8,-549300,-8.3,33661980,740,-110,-12.9,4175,46,59,2019-04-21
9,9,21,OLD,20198043,아픈 만큼 사랑한다,2019-04-03,4483000,1.3,4205000,1512.6,82735300,576,543,1645.5,10639,10,15,2019-04-21
10,10,-1,OLD,20198146,콜레트,2019-03-27,4223430,1.2,-1217170,-22.4,386741891,574,-128,-18.2,48071,38,53,2019-04-21
1,1,0,OLD,19990220,노팅 힐,1999-07-03,29125900,21.5,-41875700,-59,293952200,3822,-4235,-52.6,35241,171,538,2019-04-22
2,2,0,OLD,20198104,바이스,2019-04-11,21215000,15.6,-46002600,-68.4,1056066200,2629,-5211,-66.5,124212,179,467,2019-04-22
3,3,3,OLD,20198912,노무현과 바보들,2019-04-18,14444780,10.6,-10532920,-42.2,113589380,1948,-1087,-35.8,14122,315,508,2019-04-22
4,4,0,OLD,20199735,유랑지구,2019-04-18,14441610,10.6,-21798650,-60.2,130560660,1825,-2309,-55.9,15398,171,313,2019-04-22
5,5,-2,OLD,20183773,장난스런 키스,2019-03-27,12614280,9.3,-34152280,-73,3436798408,1555,-3866,-71.3,420639,179,327,2019-04-22
6,6,-1,OLD,20188393,"다시, 봄",2019-04-17,11459420,8.4,-19229500,-62.7,192792210,1514,-2119,-58.3,23665,297,508,2019-04-22
7,7,9,OLD,20197092,로망,2019-04-03,4408600,3.2,1858900,72.9,550705220,757,431,132.2,72579,35,43,2019-04-22
8,8,-1,OLD,20188083,뷰티플 마인드,2019-04-18,4133800,3.0,-6122900,-59.7,46603800,610,-652,-51.7,5820,154,236,2019-04-22
9,9,-1,OLD,20180802,러브리스,2019-04-18,4231480,3.1,-1809920,-30,37893460,600,-140,-18.9,4775,41,61,2019-04-22
10,10,1,OLD,20175228,스탈린이 죽었다!,2019-04-18,3494900,2.6,-568050,-14,22082510,389,-145,-27.2,2653,18,32,2019-04-22
1,1,0,OLD,19990220,노팅 힐,1999-07-03,33307200,19.8,4181300,14.4,327259400,4272,450,11.8,39513,175,543,2019-04-23
2,2,0,OLD,20198104,바이스,2019-04-11,20282800,12.1,-932200,-4.4,1076349000,2502,-127,-4.8,126714,174,460,2019-04-23
3,3,0,OLD,20198912,노무현과 바보들,2019-04-18,16203060,9.6,1758280,12.2,129792440,2161,213,10.9,16283,316,523,2019-04-23
4,4,2,OLD,20188393,"다시, 봄",2019-04-17,13538080,8.0,2078660,18.1,206330290,1791,277,18.3,25456,294,534,2019-04-23
5,5,0,OLD,20183773,장난스런 키스,2019-03-27,13801440,8.2,1187160,9.4,3450599848,1703,148,9.5,422342,175,303,2019-04-23
6,6,-2,OLD,20199735,유랑지구,2019-04-18,13053700,7.8,-1387910,-9.6,143614360,1630,-195,-10.7,17028,166,313,2019-04-23
7,7,0,OLD,20197092,로망,2019-04-03,6476100,3.9,2067500,46.9,557181320,1142,385,50.9,73721,45,53,2019-04-23
8,8,0,OLD,20188083,뷰티플 마인드,2019-04-18,5617900,3.3,1484100,35.9,52221700,782,172,28.2,6602,159,259,2019-04-23
9,9,0,OLD,20180802,러브리스,2019-04-18,4957750,2.9,726270,17.2,42851210,648,48,8,5423,44,68,2019-04-23
10,10,20,OLD,20198043,아픈 만큼 사랑한다,2019-04-03,2976500,1.8,2738000,1148,85950300,596,568,2028.6,11263,9,17,2019-04-23
1,1,0,OLD,19990220,노팅 힐,1999-07-03,11662500,16.3,-21644700,-65,338921900,1618,-2654,-62.1,41131,128,178,2019-04-24
2,2,0,OLD,20198104,바이스,2019-04-11,9332500,13.0,-10950300,-54,1085681500,1421,-1081,-43.2,128135,62,91,2019-04-24
3,3,0,OLD,20198912,노무현과 바보들,2019-04-18,6688800,9.3,-9514260,-58.7,136481240,1064,-1097,-50.8,17347,163,177,2019-04-24
4,4,0,NEW,20199189,미스 스티븐스,2019-05-02,5221000,7.3,5221000,100,6762800,1043,1043,100,1185,15,16,2019-04-24
5,5,2,OLD,20197092,로망,2019-04-03,4273150,6.0,-2202950,-34,561454470,821,-321,-28.1,74542,13,15,2019-04-24
6,6,0,NEW,20199949,벤 이즈 백,2019-05-09,4524000,6.3,4524000,100,4524000,784,784,100,784,13,13,2019-04-24
7,7,0,NEW,20199623,고양이 여행 리포트,2019-05-09,2373000,3.3,2373000,100,7721000,472,472,100,1236,7,7,2019-04-24
8,8,1,OLD,20180802,러브리스,2019-04-18,3246400,4.5,-1711350,-34.5,46097610,449,-199,-30.7,5872,41,53,2019-04-24
9,9,-1,OLD,20188083,뷰티플 마인드,2019-04-18,3227300,4.5,-2390600,-42.6,55449000,430,-352,-45,7032,82,91,2019-04-24
10,10,0,NEW,20190421,돈키호테를 죽인 사나이,2019-05-23,1695000,2.4,1695000,100,1695000,339,339,100,339,6,6,2019-04-24
1,1,0,OLD,19990220,노팅 힐,1999-07-03,12673800,18.8,1011300,8.7,351595700,1609,-9,-0.6,42740,125,191,2019-04-25
2,2,15,OLD,20169323,안도 타다오,2019-04-25,8281000,12.3,7598000,1112.4,17546200,1032,896,658.8,2357,43,55,2019-04-25
3,3,0,OLD,20198912,노무현과 바보들,2019-04-18,4990600,7.4,-1698200,-25.4,141471840,795,-269,-25.3,18142,33,38,2019-04-25
4,4,-2,OLD,20198104,바이스,2019-04-11,4168500,6.2,-5164000,-55.3,1089850000,514,-907,-63.8,128649,53,79,2019-04-25
5,5,0,OLD,20197092,로망,2019-04-03,2641800,3.9,-1631350,-38.2,564096270,502,-319,-38.9,75044,12,13,2019-04-25
6,6,0,NEW,20174205,하트스톤,2019-04-25,3689000,5.5,3689000,100,12293000,428,428,100,1424,34,43,2019-04-25
7,7,26,OLD,20183821,무곡,2018-04-19,1932300,2.9,1615900,510.7,19305700,342,286,510.7,3821,4,4,2019-04-25
8,8,40,OLD,20184896,가버나움,2019-01-24,1978000,2.9,1930000,4020.8,1176738019,326,318,3975,141483,2,2,2019-04-25
9,9,26,OLD,20196601,항거:유관순 이야기,2019-02-27,1712000,2.5,1512000,756,9272991101,325,285,712.5,1154750,8,8,2019-04-25
10,10,33,OLD,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,2422430,3.6,2340430,2854.2,385637770,321,311,3110,43684,19,20,2019-04-25
1,1,0,OLD,19990220,노팅 힐,1999-07-03,19994282,24.2,7320482,57.8,371589982,2239,630,39.2,44979,129,196,2019-04-26
2,2,0,OLD,20169323,안도 타다오,2019-04-25,12580200,15.3,4299200,51.9,30126400,1423,391,37.9,3780,44,58,2019-04-26
3,3,1,OLD,20198104,바이스,2019-04-11,7799984,9.5,3631484,87.1,1097649984,855,341,66.3,129504,53,72,2019-04-26
4,4,1,OLD,20197092,로망,2019-04-03,3579800,4.3,938000,35.5,567676070,646,144,28.7,75690,10,12,2019-04-26
5,5,0,NEW,19518011,아프리카의 여왕, ,947000,1.1,947000,100,12385000,471,471,100,5979,1,5,2019-04-26
6,6,0,OLD,20174205,하트스톤,2019-04-25,3975880,4.8,286880,7.8,16268880,442,14,3.3,1866,33,44,2019-04-26
7,7,6,OLD,20183773,장난스런 키스,2019-03-27,3661442,4.4,1696442,86.3,3457526070,432,183,73.5,423223,15,24,2019-04-26
8,8,6,OLD,20180802,러브리스,2019-04-18,4004876,4.9,2163276,117.5,51944086,391,143,57.7,6511,25,30,2019-04-26
9,9,29,OLD,20188393,"다시, 봄",2019-04-17,1988960,2.4,1694960,576.5,209553750,279,243,675,25901,12,13,2019-04-26
10,10,1,OLD,20196743,더 캡틴,2019-04-25,2221700,2.7,381900,20.8,5678500,277,23,9.1,756,21,30,2019-04-26
1,1,0,OLD,19990220,노팅 힐,1999-07-03,21787500,18.5,1793218,9,393377482,2420,181,8.1,47399,112,147,2019-04-27
2,2,0,OLD,20169323,안도 타다오,2019-04-25,17363050,14.8,4782850,38,47489450,1861,438,30.8,5641,48,64,2019-04-27
3,3,4,OLD,20183773,장난스런 키스,2019-03-27,10970340,9.3,7308898,199.6,3468496410,1256,824,190.7,424479,35,39,2019-04-27
4,4,-1,OLD,20198104,바이스,2019-04-11,10840500,9.2,3040516,39,1108490484,1182,327,38.2,130686,44,64,2019-04-27
5,5,3,OLD,20180802,러브리스,2019-04-18,6562750,5.6,2557874,63.9,58506836,607,216,55.2,7118,26,30,2019-04-27
6,6,0,OLD,20174205,하트스톤,2019-04-25,5271250,4.5,1295370,32.6,21540130,574,132,29.9,2440,32,38,2019-04-27
7,7,-2,OLD,19518011,아프리카의 여왕, ,938000,0.8,-9000,-1,13323000,464,-7,-1.5,6443,1,5,2019-04-27
8,8,0,NEW,20190701,누구나 아는 비밀,2019-08-01,3914500,3.3,3914500,100,3914500,456,456,100,456,15,15,2019-04-27
9,9,2,OLD,20198912,노무현과 바보들,2019-04-18,3014100,2.6,1222500,68.2,146277540,396,125,46.1,18809,28,33,2019-04-27
10,10,0,OLD,20196743,더 캡틴,2019-04-25,2996450,2.5,774750,34.9,8674950,373,96,34.7,1129,21,29,2019-04-27
1,1,0,OLD,19990220,노팅 힐,1999-07-03,22682800,22.3,895300,4.1,416060282,2559,139,5.7,49958,115,144,2019-04-28
2,2,0,OLD,20169323,안도 타다오,2019-04-25,19277980,19.0,1914930,11,66767430,2183,322,17.3,7824,47,61,2019-04-28
3,3,1,OLD,20198104,바이스,2019-04-11,9026200,8.9,-1814300,-16.7,1117516684,1012,-170,-14.4,131698,45,63,2019-04-28
4,4,2,OLD,20174205,하트스톤,2019-04-25,5749300,5.7,478050,9.1,27289430,596,22,3.8,3036,37,43,2019-04-28
5,5,4,OLD,20198912,노무현과 바보들,2019-04-18,4301200,4.2,1287100,42.7,150578740,584,188,47.5,19393,34,40,2019-04-28
6,6,14,OLD,20176161,매니페스토,2019-08-01,4013900,4.0,2340900,139.9,7147900,455,267,142,816,14,14,2019-04-28
7,7,10,OLD,20183821,무곡,2018-04-19,2349950,2.3,1271250,117.9,23248500,446,225,101.8,4579,4,4,2019-04-28
8,8,-3,OLD,20180802,러브리스,2019-04-18,3035300,3.0,-3527450,-53.7,61542136,357,-250,-41.2,7475,22,26,2019-04-28
9,9,-2,OLD,19518011,아프리카의 여왕, ,702000,0.7,-236000,-25.2,14025000,351,-113,-24.4,6794,1,5,2019-04-28
10,10,2,OLD,20175228,스탈린이 죽었다!,2019-04-18,2681700,2.6,122850,4.8,34406490,339,19,5.9,4234,18,20,2019-04-28
1,1,0,OLD,19990220,노팅 힐,1999-07-03,15012200,15.7,-7670600,-33.8,431072482,1976,-583,-22.8,51934,132,198,2019-04-29
2,2,0,NEW,20197147,어글리 돌,2019-05-01,13970000,14.6,13970000,100,17066000,1662,1662,100,1989,13,13,2019-04-29
3,3,0,NEW,20197503,서스페리아,2019-05-16,12176800,12.7,12176800,100,14083800,1218,1218,100,1412,17,17,2019-04-29
4,4,-2,OLD,20169323,안도 타다오,2019-04-25,7372300,7.7,-11905680,-61.8,74139730,930,-1253,-57.4,8754,39,58,2019-04-29
5,5,20,OLD,20188393,"다시, 봄",2019-04-17,5296000,5.5,4303700,433.7,216790200,653,542,488.3,26773,21,22,2019-04-29
6,6,1,OLD,20183821,무곡,2018-04-19,3214850,3.4,864900,36.8,26463350,569,123,27.6,5148,3,3,2019-04-29
7,7,0,NEW,20185384,호텔 뭄바이,2019-05-08,3024000,3.2,3024000,100,6504000,504,504,100,1084,3,3,2019-04-29
8,8,-5,OLD,20198104,바이스,2019-04-11,3740000,3.9,-5286200,-58.6,1121256684,495,-517,-51.1,132193,35,44,2019-04-29
9,9,-4,OLD,20198912,노무현과 바보들,2019-04-18,3521200,3.7,-780000,-18.1,154099940,445,-139,-23.8,19838,30,36,2019-04-29
10,10,0,NEW,20198597,교회오빠,2019-05-16,3726000,3.9,3726000,100,17906000,414,414,100,2188,1,1,2019-04-29
1,1,0,OLD,19990220,노팅 힐,1999-07-03,20040500,21.1,5028300,33.5,451112982,2652,676,34.2,54586,140,203,2019-04-30
2,2,2,OLD,20169323,안도 타다오,2019-04-25,10221530,10.8,2849230,38.6,84361260,1334,404,43.4,10088,43,64,2019-04-30
3,3,-1,OLD,20197147,어글리 돌,2019-05-01,7863000,8.3,-6107000,-43.7,24929000,1007,-655,-39.4,2996,11,11,2019-04-30
4,4,4,OLD,20198104,바이스,2019-04-11,6383100,6.7,2643100,70.7,1127639784,788,293,59.2,132981,38,58,2019-04-30
5,5,0,OLD,20188393,"다시, 봄",2019-04-17,6630000,7.0,1334000,25.2,223420200,785,132,20.2,27558,19,20,2019-04-30
6,6,10,OLD,20183773,장난스런 키스,2019-03-27,3290850,3.5,1662300,102.1,3475196960,456,248,119.2,425360,18,26,2019-04-30
7,7,6,OLD,20174205,하트스톤,2019-04-25,3486350,3.7,1373250,65,32888880,445,165,58.9,3761,31,39,2019-04-30
8,8,-2,OLD,20183821,무곡,2018-04-19,2288000,2.4,-926850,-28.8,28751350,440,-129,-22.7,5588,3,3,2019-04-30
9,9,41,OLD,20198043,아픈 만큼 사랑한다,2019-04-03,1008500,1.1,963500,2141.1,91312800,338,333,6660,12434,6,11,2019-04-30
10,10,2,OLD,20188083,뷰티플 마인드,2019-04-18,2178100,2.3,253300,13.2,63299500,309,-5,-1.6,8188,30,33,2019-04-30
1,1,2,OLD,20197147,어글리 돌,2019-05-01,89425540,50.2,81562540,1037.3,114354540,12842,11835,1175.3,15838,353,417,2019-05-01
2,2,0,OLD,20169323,안도 타다오,2019-04-25,16788330,9.4,6566800,64.2,101149590,2188,854,64,12276,49,69,2019-05-01
3,3,-2,OLD,19990220,노팅 힐,1999-07-03,8582300,4.8,-11458200,-57.2,459695282,1105,-1547,-58.3,55691,32,42,2019-05-01
4,4,0,NEW,20199189,미스 스티븐스,2019-05-02,5932600,3.3,5932600,100,12695400,746,746,100,1931,25,27,2019-05-01
5,5,0,OLD,20188393,"다시, 봄",2019-04-17,5803000,3.3,-827000,-12.5,229223200,740,-45,-5.7,28298,20,20,2019-05-01
6,6,-2,OLD,20198104,바이스,2019-04-11,5333500,3.0,-1049600,-16.4,1132973284,642,-146,-18.5,133623,25,29,2019-05-01
7,7,4,OLD,19588006,현기증, ,910000,0.5,306000,50.7,67356642,455,153,50.7,11547,1,4,2019-05-01
8,8,15,OLD,20190466,세상을 바꾼 변호인,2019-06-13,3146500,1.8,1877000,147.9,8654000,439,273,164.5,1107,11,11,2019-05-01
9,9,-2,OLD,20174205,하트스톤,2019-04-25,3061950,1.7,-424400,-12.2,35950830,408,-37,-8.3,4169,29,33,2019-05-01
10,10,0,NEW,20190725,물의 기억,2019-05-15,2400000,1.3,2400000,100,2400000,400,400,100,400,1,1,2019-05-01
1,1,0,NEW,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,30632200,27.9,30632200,100,2821278048,3658,3658,100,475949,44,92,2019-05-02
2,2,-1,OLD,20197147,어글리 돌,2019-05-01,18168000,16.6,-71257540,-79.7,132522540,2868,-9974,-77.7,18706,212,235,2019-05-02
3,3,1,OLD,20199189,미스 스티븐스,2019-05-02,11334150,10.3,5401550,91,24029550,1482,736,98.7,3413,64,109,2019-05-02
4,4,-2,OLD,20169323,안도 타다오,2019-04-25,8708680,7.9,-8079650,-48.1,109858270,1188,-1000,-45.7,13464,55,85,2019-05-02
5,5,0,NEW,20199623,고양이 여행 리포트,2019-05-09,6579000,6.0,6579000,100,15434000,731,731,100,2093,2,2,2019-05-02
6,6,-3,OLD,19990220,노팅 힐,1999-07-03,5177800,4.7,-3404500,-39.7,464873082,676,-429,-38.8,56367,39,57,2019-05-02
7,7,23,OLD,20197092,로망,2019-04-03,3001300,2.7,2353300,363.2,572966750,546,440,415.1,76582,6,6,2019-05-02
8,8,-3,OLD,20188393,"다시, 봄",2019-04-17,3191500,2.9,-2611500,-45,232414700,477,-263,-35.5,28775,18,19,2019-05-02
9,9,0,NEW,20185384,호텔 뭄바이,2019-05-08,2844000,2.6,2844000,100,9348000,474,474,100,1558,3,3,2019-05-02
10,10,0,NEW,20020255,위대한 독재자,1988-11-19,578000,0.5,578000,100,18217000,289,289,100,2578,1,4,2019-05-02
1,1,1,OLD,20197147,어글리 돌,2019-05-01,25595850,24.2,7427850,40.9,158118390,3924,1056,36.8,22630,242,269,2019-05-03
2,2,-1,OLD,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,14792500,14.0,-15839700,-51.7,2836070548,1713,-1945,-53.2,477662,38,91,2019-05-03
3,3,0,OLD,20199189,미스 스티븐스,2019-05-02,14245090,13.5,2910940,25.7,38274640,1560,78,5.3,4973,64,111,2019-05-03
4,4,0,OLD,20169323,안도 타다오,2019-04-25,9644000,9.1,935320,10.7,119502270,1114,-74,-6.2,14578,51,81,2019-05-03
5,5,4,OLD,20185384,호텔 뭄바이,2019-05-08,6462000,6.1,3618000,127.2,15810000,1077,603,127.2,2635,5,5,2019-05-03
6,6,0,OLD,19990220,노팅 힐,1999-07-03,6609200,6.3,1431400,27.6,471482282,743,67,9.9,57110,33,49,2019-05-03
7,7,10,OLD,20183773,장난스런 키스,2019-03-27,5429070,5.1,4240830,356.9,3483422000,451,293,185.4,426176,11,15,2019-05-03
8,8,0,NEW,19420001,카사블랑카,1999-04-03,682000,0.6,682000,100,36627500,341,341,100,15393,1,5,2019-05-03
9,9,22,OLD,20188083,뷰티플 마인드,2019-04-18,1589000,1.5,1296000,442.3,65733000,278,226,434.6,8604,7,7,2019-05-03
10,10,-2,OLD,20188393,"다시, 봄",2019-04-17,1495000,1.4,-1696500,-53.2,233909700,272,-205,-43,29047,17,18,2019-05-03
1,1,0,OLD,20197147,어글리 돌,2019-05-01,49157450,35.6,23561600,92.1,207275840,6442,2518,64.2,29072,310,349,2019-05-04
2,2,0,OLD,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,21075600,15.3,6283100,42.5,2857146148,2433,720,42,480095,38,89,2019-05-04
3,3,0,OLD,20199189,미스 스티븐스,2019-05-02,18400630,13.3,4155540,29.2,56675270,2107,547,35.1,7080,62,99,2019-05-04
4,4,0,OLD,20169323,안도 타다오,2019-04-25,14976650,10.9,5332650,55.3,134478920,1733,619,55.6,16311,53,80,2019-05-04
5,5,1,OLD,19990220,노팅 힐,1999-07-03,6244600,4.5,-364600,-5.5,477726882,695,-48,-6.5,57805,25,35,2019-05-04
6,6,5,OLD,20198104,바이스,2019-04-11,3586200,2.6,1593700,80,1139521984,398,161,67.9,134382,17,18,2019-05-04
7,7,5,OLD,20183821,무곡,2018-04-19,2056600,1.5,991600,93.1,32032950,364,139,61.8,6217,2,2,2019-05-04
8,8,0,OLD,19420001,카사블랑카,1999-04-03,734000,0.5,52000,7.6,37361500,362,21,6.2,15755,1,5,2019-05-04
9,9,-2,OLD,20183773,장난스런 키스,2019-03-27,4308000,3.1,-1121070,-20.6,3487730000,316,-135,-29.9,426492,8,9,2019-05-04
10,10,4,OLD,20020255,위대한 독재자,1988-11-19,439000,0.3,77000,21.3,19018000,217,36,19.9,2976,1,3,2019-05-04
1,1,0,OLD,20197147,어글리 돌,2019-05-01,65921510,44.6,16764060,34.1,273197350,8469,2027,31.5,37541,331,381,2019-05-05
