movieNm,movieCd,openDt,salesAcc,audiAcc,scrnCnt,showTm,typeNm,nationNm,genreNm,director,actor1,actor2,showTypeGroupNm,showTypeNm,audits,commercial,first_until_weekday_audiAcc,first_until_weekday_salesAcc,1_weeks_audiAcc,1_weeks_salesAcc,2_weeks_audiAcc,2_weeks_salesAcc,3_weeks_audiAcc,3_weeks_salesAcc,4_weeks_audiAcc,4_weeks_salesAcc,5_weeks_audiAcc,5_weeks_salesAcc,6_weeks_audiAcc,6_weeks_salesAcc,7_weeks_audiAcc,7_weeks_salesAcc,8_weeks_audiAcc,8_weeks_salesAcc
킹 오브 프리즘 (바이 프리티 리듬),20167041,2016-08-11,717043000,84535,41,,,,,,,,,,,0,,,,,,,,,,,,,,,,,64834.0,563662000.0
킹 오브 프리즘 - 프라이드 더 히어로,20176983,2017-06-10,398740500,47664,118,,,,,,,,,,,0,,,12108.0,113008500.0,12108.0,113008500.0,12108.0,113008500.0,43254.0,362813500.0,47664.0,398740500.0,47664.0,398740500.0,47664.0,398740500.0,47664.0,398740500.0
킹 오브 프리즘 -샤이니 세븐 스타즈-,20197723,2019-03-07,27918170,3189,37,,,,,,,,,,,0,,,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0,3189.0,27918170.0
킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,20190923,2019-05-02,11449410,1455,34,,,,,,,,,,,0,,,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0,1455.0,11449410.0
킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,20199814,2019-04-04,12304850,1572,31,,,,,,,,,,,0,,,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0,1572.0,12304850.0
킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,20191844,2019-05-30,12657490,1629,30,,,,,,,,,,,0,,,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0,1629.0,12657490.0
킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,20205321,2020-04-02,6237000,765,55,76.0,장편,일본,애니메이션,히시다 마사카즈,,,2D,디지털,12세이상관람가,0,,,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0,765.0,6237000.0
킹덤,20206982,2020-04-29,27343000,4393,172,133.0,장편,일본,액션,사토 신스케,야마자키 켄토, 요시자와 료,2D,디지털,15세이상관람가,0,,,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0,4393.0,27343000.0
킹덤 오브 헤븐: 디렉터스 컷,20209370,2020-11-11,199012900,21243,834,189.0,장편,영국,액션,리들리 스콧,올랜도 블룸, 에바 그린,2D,디지털,15세이상관람가,0,15057.0,141342100.0,17265.0,160262800.0,21243.0,199012900.0,21243.0,199012900.0,21243.0,199012900.0,21243.0,199012900.0,21243.0,199012900.0,21243.0,199012900.0,21243.0,199012900.0
킹메이커,20188441,2022-01-26,7365363610,780819,26446,123.0,장편,한국,드라마,변성현,설경구, 이선균,"2D, 2D","디지털, 디지털 영문자막",15세이상관람가,0,263806.0,2477849710.0,408342.0,3929957160.0,641379.0,6208430210.0,720907.0,6980091750.0,756494.0,7220775950.0,770266.0,7305000060.0,775294.0,7332292780.0,778165.0,7350118610.0,780819.0,7365363610.0
킹스맨 : 시크릿 에이전트,20140110,2015-02-11,50346341795,6126769,34970,,,,,,,,,,,0,713529.0,5880652000.0,993904.0,8075425100.0,2564142.0,21244575301.0,3536487.0,29131054605.0,4319638.0,35655025520.0,4920616.0,40569506420.0,5412480.0,44576209695.0,5755968.0,47318374195.0,5945513.0,48864881095.0
킹스맨: 골든 서클,20175222,2017-09-27,40914285736,4936333,23159,,,,,,,,,,,0,2350671.0,18908661696.0,3097051.0,24965854096.0,4589027.0,38071613182.0,4851074.0,40224082636.0,4936333.0,40914285736.0,4936333.0,40914285736.0,4936333.0,40914285736.0,4936333.0,40914285736.0,4936333.0,40914285736.0
킹스맨: 퍼스트 에이전트,20194403,2021-12-22,10275688870,1023740,22781,130.0,장편,미국,액션,매튜 본,랄프 파인즈, 해리스 딕킨슨,"2D, 4D, DOLBYCINEMA","디지털, 4D, DOLBYCINEMA",청소년관람불가,0,405856.0,4137150010.0,484148.0,4890211330.0,821685.0,8185012100.0,940503.0,9415678880.0,978820.0,9817989650.0,1009505.0,10138420220.0,1017368.0,10216119370.0,1023740.0,10275688870.0,1023740.0,10275688870.0
타겟,20233014,2023-08-30,3953595786,419065,14215,101.0,장편,한국,스릴러,박희곤,신혜선, 김성균,2D,디지털,15세이상관람가,0,260924.0,2466020395.0,301639.0,2844809160.0,391275.0,3694768384.0,419065.0,3953595786.0,419065.0,3953595786.0,419065.0,3953595786.0,419065.0,3953595786.0,419065.0,3953595786.0,419065.0,3953595786.0
타다: 대한민국 스타트업의 초상,20219096,2021-10-14,71036870,8310,167,91.0,장편,한국,다큐멘터리,권명국,박재욱, 한지현,2D,디지털,전체관람가,1,,,5008.0,44606300.0,8310.0,71036870.0,8310.0,71036870.0,8310.0,71036870.0,8310.0,71036870.0,8310.0,71036870.0,8310.0,71036870.0,8310.0,71036870.0
타발루가와 얼음공주,20196161,2020-01-08,76690140,11022,250,87.0,장편,독일,애니메이션,스벤 운터발트 주니어,김혜성, 강은애,2D,디지털 더빙,전체관람가,1,,,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0,11022.0,76690140.0
타샤 튜더,20188242,2018-09-13,195040850,24436,46,,,,,,,,,,,1,,,8409.0,65041850.0,8409.0,65041850.0,24436.0,195040850.0,24436.0,195040850.0,24436.0,195040850.0,24436.0,195040850.0,24436.0,195040850.0,24436.0,195040850.0
타오르는 여인의 초상,20198676,2020-01-16,1305223538,155405,2931,121.0,장편,프랑스,드라마,셀린 시아마,아델 에넬, 노에미 멜랑,2D,디지털,15세이상관람가,1,33620.0,289806240.0,51702.0,432553680.0,90918.0,756111680.0,118318.0,984779608.0,130474.0,1091703648.0,130474.0,1091703648.0,130474.0,1091703648.0,130474.0,1091703648.0,130474.0,1091703648.0
타이거 마운틴,20158841,2015-04-23,9389000,1846,50,,,,,,,,,,,0,,,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0,1846.0,9389000.0
타이밍,20141598,2015-12-10,97695600,13255,194,,,,,,,,,,,1,,,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0,13255.0,97695600.0
타이타닉,19980074,1998-02-20,11436767230,883847,10566,194.0,장편,미국,드라마,제임스 카메론,레오나르도 디카프리오, 케이트 윈슬렛,"필름, 2D, 3D, 4D, IMAX, DOLBYCINEMA","필름, 디지털, 3D 디지털, 4D, IMAX 3D, DOLBYCINEMA 3D","15세 미만인 자는 관람할 수 없는 등급 , 15세이상관람가, 15세이상관람가",1,,,,,,,,,,,,,,,,,,
타인의 친절,20215803,2021-04-07,61737470,7409,533,114.0,장편,영국,드라마,론 쉐르픽,조 카잔, 타하르 라힘,2D,디지털,12세이상관람가,1,,,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0,7409.0,61737470.0
타임 패러독스,20144481,2015-01-07,617156608,78548,1601,,,,,,,,,,,1,64837.0,514666108.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0,78548.0,617156608.0
타짜: 원 아이드 잭,20184572,2019-09-11,19645339254,2224338,18057,,,,,,,,,,,0,1684033.0,15132392014.0,1827044.0,16298386204.0,2160178.0,19129634734.0,2224338.0,19645339254.0,2224338.0,19645339254.0,2224338.0,19645339254.0,2224338.0,19645339254.0,2224338.0,19645339254.0,2224338.0,19645339254.0
탄생,20210364,2022-11-30,2953108189,328194,10648,150.0,장편,한국,드라마,박흥식,윤시윤, 안성기,"2D, 2D","디지털, 디지털 가치봄",12세이상관람가,0,120384.0,1045619459.0,144351.0,1254320285.0,265689.0,2375890055.0,310216.0,2785526897.0,328194.0,2953108189.0,328194.0,2953108189.0,328194.0,2953108189.0,328194.0,2953108189.0,328194.0,2953108189.0
탐정 : 더 비기닝,20156557,2015-09-24,20442229573,2622336,14684,,,,,,,,,,,0,628714.0,5107930113.0,1439262.0,11391192913.0,2162055.0,16949549973.0,2469631.0,19287466873.0,2602702.0,20298716673.0,2622336.0,20442229573.0,2622336.0,20442229573.0,2622336.0,20442229573.0,2622336.0,20442229573.0
탐정 말로,20231459,2024-03-21,115587600,15385,993,109.0,장편,아일랜드,범죄,닐 조단,리암 니슨, 다이앤 크루거,2D,디지털,15세이상관람가,1,13041.0,98410200.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0,15385.0,115587600.0
탐정 홍길동: 사라진 마을,20142406,2016-05-04,11495843345,1427830,12342,,,,,,,,,,,0,793291.0,6523827927.0,908996.0,7394101927.0,1262915.0,10212489345.0,1403743.0,11318115845.0,1427830.0,11495843345.0,1427830.0,11495843345.0,1427830.0,11495843345.0,1427830.0,11495843345.0,1427830.0,11495843345.0
탐정: 리턴즈,20178161,2018-06-13,26832771678,3142085,25122,,,,,,,,,,,0,1030320.0,9053290370.0,1199173.0,10413134770.0,2217815.0,19211132172.0,2928649.0,25068621920.0,3090766.0,26420109178.0,3142085.0,26832771678.0,3142085.0,26832771678.0,3142085.0,26832771678.0,3142085.0,26832771678.0
탑건,19870150,1987-12-19,157230200,19346,15,109.0,장편,미국,액션,토니 스콧,톰 크루즈, 켈리 맥길리스,"필름, 2D","필름, 디지털","중학생이상관람가, 15세이상관람가",1,,,,,,,,,,,,,,,,,,
탑건: 매버릭,20194376,2022-06-22,88262601794,8220190,73215,130.0,장편,미국,액션,조셉 코신스키,톰 크루즈, 마일즈 텔러,"2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가,0,5556.0,73248400.0,1829356.0,19855830760.0,3648460.0,39327075070.0,4843930.0,51848326530.0,5927853.0,63424248697.0,6641660.0,70990656697.0,7187493.0,76661828793.0,7502799.0,80026340081.0,7733291.0,82609117572.0
태극기 휘날리며,20030371,2004-02-05,15698147200,2546960,75,148.0,장편,한국,전쟁,강제규,장동건, 원빈,"필름, 2D","필름, 디지털",15세관람가,0,,,,,,,,,,,,,,,,,,
태양 아래,20161842,2016-04-27,146656400,22288,304,,,,,,,,,,,1,10212.0,71180000.0,10212.0,71180000.0,22288.0,146656400.0,22288.0,146656400.0,22288.0,146656400.0,22288.0,146656400.0,22288.0,146656400.0,22288.0,146656400.0,22288.0,146656400.0
태양은 없다,19980003,1999-01-01,24874900,3371,83,108.0,장편,한국,드라마,김성수,정우성, 문소연,"필름, 2D","필름, 디지털",18세 미만인 자는 관람할 수 없는 등급,0,,,,,,,,,,,,,,,,,,
태양을 쏴라,20133681,2015-03-19,125244400,17342,308,,,,,,,,,,,1,,,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0,17342.0,125244400.0
태일이,20183772,2021-12-01,1043745590,124835,4266,99.0,장편,한국,애니메이션,홍준표,장동윤, 염혜란,"2D, 2D","디지털, 디지털 가치봄",전체관람가,1,85931.0,723984420.0,90720.0,764401680.0,103111.0,865182590.0,107939.0,903912270.0,108804.0,908783770.0,108804.0,908783770.0,108804.0,908783770.0,108804.0,908783770.0,108804.0,908783770.0
태풍이 지나가고,20163189,2016-07-27,425959672,51497,558,,,,,,,,,,,1,23095.0,193065872.0,32011.0,261196972.0,51497.0,425959672.0,51497.0,425959672.0,51497.0,425959672.0,51497.0,425959672.0,51497.0,425959672.0,51497.0,425959672.0,51497.0,425959672.0
택스 콜렉터,20209650,2020-11-18,122163410,15707,2025,95.0,장편,미국,액션,데이비드 에이어,샤이아 라보프,,2D,디지털,청소년관람불가,0,14498.0,112372040.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0,15707.0,122163410.0
택시운전사,20162869,2017-08-02,95706341049,12166659,44942,,,,,,,,,,,0,4361047.0,34642953436.0,5407880.0,42390317336.0,9023840.0,71180545796.0,10635230.0,83876477049.0,11498281.0,90650727949.0,11919439.0,93832362049.0,12099075.0,95192004849.0,12162462.0,95676509449.0,12166659.0,95706341049.0
터널,20154910,2016-08-10,57518597917,7118946,26176,,,,,,,,,,,0,2582032.0,21011236667.0,3533426.0,28730053567.0,5377845.0,43625229042.0,6429712.0,52150922597.0,7012668.0,56666009817.0,7088613.0,57267992917.0,7118946.0,57518597917.0,7118946.0,57518597917.0,7118946.0,57518597917.0
터닝메카드W: 반다인의 비밀 특별판,20189761,2018-02-08,134802700,17689,334,,,,,,,,,,,0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0,17689.0,134802700.0
터닝메카드W: 블랙미러의 부활,20163845,2017-01-18,3164075300,422855,6586,,,,,,,,,,,1,276701.0,2056745700.0,297486.0,2200445100.0,401000.0,3000008100.0,422855.0,3164075300.0,422855.0,3164075300.0,422855.0,3164075300.0,422855.0,3164075300.0,422855.0,3164075300.0,422855.0,3164075300.0
터미네이터 제니시스,20141384,2015-07-02,26476454629,3229800,17104,,,,,,,,,,,0,1493216.0,12538477424.0,1895339.0,15709553324.0,2792253.0,23066986329.0,3156328.0,25907155829.0,3229800.0,26476454629.0,3229800.0,26476454629.0,3229800.0,26476454629.0,3229800.0,26476454629.0,3229800.0,26476454629.0
터미네이터2 3D,19910247,1991-07-06,112498060,11743,443,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
터미네이터: 다크 페이트,20192083,2019-10-30,20079825430,2400137,21667,,,,,,,,,,,0,1366821.0,11344082810.0,1549405.0,12836383230.0,2130145.0,17808856000.0,2339761.0,19586090960.0,2393727.0,20028691430.0,2400137.0,20079825430.0,2400137.0,20079825430.0,2400137.0,20079825430.0,2400137.0,20079825430.0
테넷,20201122,2020-08-26,18440610170,1996621,59118,149.0,장편,미국,액션,크리스토퍼 놀란,존 데이비드 워싱턴, 로버트 패틴슨,"2D, 4D, IMAX, DOLBYCINEMA","디지털, 4D, IMAX, DOLBYCINEMA",12세이상관람가,0,84706.0,851511040.0,760852.0,6902129920.0,1118339.0,10223283730.0,1375082.0,12632350640.0,1566894.0,14430161420.0,1714047.0,15742189020.0,1836943.0,16904020640.0,1885588.0,17376894180.0,1917434.0,17684765980.0
테스와 보낸 여름,20199302,2020-09-10,60086190,6696,1129,84.0,장편,네덜란드,드라마,스티븐 바우터루드,소니 코프스 판 우테렌, 조세핀 아렌센,2D,디지털,전체관람가,1,5205.0,48434670.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0,6696.0,60086190.0
테슬라,20205980,2020-10-28,192342950,24941,2654,102.0,장편,미국,드라마,마이클 알메레이다,에단 호크, 이브 휴슨,2D,디지털,12세이상관람가,0,17650.0,140475310.0,19795.0,157925250.0,19795.0,157925250.0,22590.0,177618450.0,22590.0,177618450.0,22590.0,177618450.0,22590.0,177618450.0,22590.0,177618450.0,22590.0,177618450.0
테이큰 3,20143642,2015-01-01,16018593800,1995730,9287,,,,,,,,,,,0,1109140.0,8930451200.0,1341953.0,10723272900.0,1877515.0,15064575100.0,1995730.0,16018593800.0,1995730.0,16018593800.0,1995730.0,16018593800.0,1995730.0,16018593800.0,1995730.0,16018593800.0,1995730.0,16018593800.0
테일 오브 테일즈,20162787,2016-11-24,138046700,17225,398,,,,,,,,,,,1,,,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0,17225.0,138046700.0
테일러 스위프트 디 에라스 투어,20235459,2023-11-03,565695000,20451,230,168.0,장편,미국,공연,,,,"2D, IMAX, DOLBYCINEMA","디지털, IMAX, DOLBYCINEMA",전체관람가,0,13723.0,397500500.0,13723.0,397500500.0,20451.0,565695000.0,20451.0,565695000.0,20451.0,565695000.0,20451.0,565695000.0,20451.0,565695000.0,20451.0,565695000.0,20451.0,565695000.0
토니스토리2: 고철왕국의 친구들,20184512,2018-06-13,95172200,12415,714,,,,,,,,,,,1,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0,12415.0,95172200.0
토르: 라그나로크,20175121,2017-10-25,39085125195,4836296,32433,,,,,,,,,,,0,2214586.0,17693129474.0,2507926.0,19962778224.0,3704504.0,29914914831.0,4361101.0,35330436831.0,4625716.0,37447295845.0,4776150.0,38625278095.0,4831982.0,39054147995.0,4836296.0,39085125195.0,4836296.0,39085125195.0
토르: 러브 앤 썬더,20224662,2022-07-06,29461686903,2711862,26516,118.0,장편,미국,액션,타이카 와이티티,크리스 헴스워스, 나탈리 포트만,"2D, 3D, 4D, IMAX, IMAX, ScreenX, DOLBYCINEMA, DOLBYCINEMA","디지털, 3D 디지털, 4D, IMAX, IMAX 3D, ScreenX, DOLBYCINEMA, DOLBYCINEMA 3D","12세이상관람가, 12세이상관람가",0,1764656.0,19227538810.0,1953256.0,21264310610.0,2574958.0,28014086690.0,2699378.0,29330831798.0,2711862.0,29461686903.0,2711862.0,29461686903.0,2711862.0,29461686903.0,2711862.0,29461686903.0,2711862.0,29461686903.0
토르: 마법 검의 전설,20223388,2022-05-04,68464400,7835,704,77.0,장편,독일,애니메이션,,,,2D,디지털 더빙,전체관람가,0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0,7835.0,68464400.0
토마스와 친구들: 수수께끼 해적선과 보물찾기,20177202,2017-06-29,145457700,21777,227,,,,,,,,,,,1,,,,,21777.0,145457700.0,21777.0,145457700.0,21777.0,145457700.0,21777.0,145457700.0,21777.0,145457700.0,21777.0,145457700.0,21777.0,145457700.0
토마스와 친구들: 용감한 기관차와 괴물소동,20169028,2016-10-13,115802500,15241,291,,,,,,,,,,,1,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0,15241.0,115802500.0
토이 솔져스: 가짜사나이2 더 컴플리트,20215041,2021-01-27,86552800,9104,993,112.0,장편,한국,다큐멘터리,오윤동,김병지, 줄리엔 강,"2D, 4D, ScreenX","디지털, 4D, ScreenX",15세이상관람가,0,7991.0,75326300.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0,9104.0,86552800.0
토이 스토리 4,20184047,2019-06-20,28587472110,3377381,26692,,,,,,,,,,,0,1115831.0,9886460800.0,1471509.0,12487442050.0,2394218.0,20430022450.0,2883068.0,24459111480.0,3202955.0,27138131180.0,3317625.0,28089734080.0,3377381.0,28587472110.0,3377381.0,28587472110.0,3377381.0,28587472110.0
톡 투 미,20234666,2023-11-01,1676339334,175373,7595,94.0,장편,호주,공포(호러),마이클 필리푸,,,2D,디지털,15세이상관람가,0,88122.0,875208105.0,104581.0,1028939225.0,150416.0,1480984409.0,175373.0,1676339334.0,175373.0,1676339334.0,175373.0,1676339334.0,175373.0,1676339334.0,175373.0,1676339334.0,175373.0,1676339334.0
톰과 제리,20202555,2021-02-24,1139360450,132625,8256,100.0,장편,미국,애니메이션,팀 스토리,클로이 모레츠, 마이클 페나,"2D, 2D, 4D, 4D","디지털, 디지털 더빙, 4D 더빙, 4D",전체관람가,0,91333.0,767589210.0,117036.0,995969240.0,131965.0,1133387690.0,132625.0,1139360450.0,132625.0,1139360450.0,132625.0,1139360450.0,132625.0,1139360450.0,132625.0,1139360450.0,132625.0,1139360450.0
톰보이,20113252,2020-05-14,227195620,25398,2663,81.0,장편,프랑스,드라마,셀린 시아마,조 허란,,"필름, 2D","필름, 디지털",12세이상관람가,1,14534.0,130751920.0,19058.0,168141220.0,25398.0,227195620.0,25398.0,227195620.0,25398.0,227195620.0,25398.0,227195620.0,25398.0,227195620.0,25398.0,227195620.0,25398.0,227195620.0
퇴마: 무녀굴,20158481,2015-08-20,879676100,111449,2210,,,,,,,,,,,0,90057.0,719331000.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0,111449.0,879676100.0
투 프렌즈,20182966,2018-11-29,153100650,20419,719,,,,,,,,,,,0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0,20419.0,153100650.0
투모로우랜드,20159748,2015-05-27,2076827100,264973,4511,,,,,,,,,,,0,214089.0,1689497900.0,239182.0,1879987000.0,262992.0,2061878800.0,264973.0,2076827100.0,264973.0,2076827100.0,264973.0,2076827100.0,264973.0,2076827100.0,264973.0,2076827100.0,264973.0,2076827100.0
투캅스 인 파리,20158082,2015-03-26,17720000,3506,72,,,,,,,,,,,0,,,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0,3506.0,17720000.0
툴리,20182669,2018-11-22,236832800,28033,620,,,,,,,,,,,0,,,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0,28033.0,236832800.0
툼레이더,20180564,2018-03-08,4425271962,530393,7983,,,,,,,,,,,0,374967.0,3182413704.0,440672.0,3687722104.0,530393.0,4425271962.0,530393.0,4425271962.0,530393.0,4425271962.0,530393.0,4425271962.0,530393.0,4425271962.0,530393.0,4425271962.0,530393.0,4425271962.0
튤립 피버,20175481,2017-12-14,344100349,43323,2118,,,,,,,,,,,1,32043.0,260907649.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0,43323.0,344100349.0
트래쉬,20158703,2015-05-14,153850513,21255,981,,,,,,,,,,,1,,,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0,21255.0,153850513.0
트랜스포머: 비스트의 서막,20232025,2023-06-06,7704777052,761475,14455,126.0,장편,미국,액션,스티븐 카플 주니어,안소니 라모스, 피터 딘클리지,"2D, 3D, 4D, IMAX, DOLBYCINEMA","디지털, 3D 디지털, 4D, IMAX, DOLBYCINEMA",12세이상관람가,0,569478.0,5824005044.0,593479.0,6059528780.0,727246.0,7374677969.0,759545.0,7686677554.0,761475.0,7704777052.0,761475.0,7704777052.0,761475.0,7704777052.0,761475.0,7704777052.0,761475.0,7704777052.0
트랜스포머: 최후의 기사,20166967,2017-06-21,21447319228,2607123,21273,,,,,,,,,,,0,1750613.0,14655983828.0,1930806.0,16054094728.0,2479954.0,20464814028.0,2579876.0,21236511928.0,2607123.0,21447319228.0,2607123.0,21447319228.0,2607123.0,21447319228.0,2607123.0,21447319228.0,2607123.0,21447319228.0
트랜스포터: 리퓰드,20153201,2015-10-15,1241478915,158174,3369,,,,,,,,,,,0,115086.0,914699215.0,146897.0,1152707115.0,158174.0,1241478915.0,158174.0,1241478915.0,158174.0,1241478915.0,158174.0,1241478915.0,158174.0,1241478915.0,158174.0,1241478915.0,158174.0,1241478915.0
트럼보,20161870,2016-04-07,325892900,41782,1770,,,,,,,,,,,1,33339.0,262205800.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0,41782.0,325892900.0
트레이서,20157001,2015-03-19,62696300,8221,484,,,,,,,,,,,0,,,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0,8221.0,62696300.0
트로이 디렉터스 컷,20200836,2020-07-03,44154280,5173,720,196.0,장편,미국,전쟁,볼프강 페터젠,브래드 피트, 에릭 바나,2D,디지털,청소년관람불가,0,3520.0,31039420.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0,5173.0,44154280.0
트롤,20161744,2017-02-16,4963625800,669262,8378,,,,,,,,,,,0,215706.0,1636411300.0,301508.0,2203753500.0,589253.0,4338000200.0,642652.0,4755581200.0,669262.0,4963625800.0,669262.0,4963625800.0,669262.0,4963625800.0,669262.0,4963625800.0,669262.0,4963625800.0
트롤: 밴드 투게더,20235596,2023-12-20,3705116647,401096,10831,91.0,장편,미국,애니메이션,월트 도른,안나 켄드릭, 저스틴 팀버레이크,"2D, 2D, 4D, 4D, DOLBYCINEMA","디지털, 디지털 더빙, 4D 더빙, 4D, DOLBYCINEMA",전체관람가,0,150020.0,1374296883.0,240741.0,2234737638.0,373484.0,3450812060.0,401096.0,3705116647.0,401096.0,3705116647.0,401096.0,3705116647.0,401096.0,3705116647.0,401096.0,3705116647.0,401096.0,3705116647.0
트롤: 월드 투어,20205402,2020-04-29,1110798520,144410,5286,90.0,장편,미국,애니메이션,월트 도른,안나 켄드릭, 저스틴 팀버레이크,"2D, 2D","디지털, 디지털 더빙",전체관람가,0,57115.0,435292000.0,93284.0,715515720.0,122172.0,939583920.0,137883.0,1060978280.0,144410.0,1110798520.0,144410.0,1110798520.0,144410.0,1110798520.0,144410.0,1110798520.0,144410.0,1110798520.0
트루먼 쇼,19980231,1998-10-24,116297500,14327,208,102.0,장편,미국,드라마,피터 위어,짐 캐리, 에드 해리스,"필름, 2D","필름, 디지털","15세 미만인 자는 관람할 수 없는 등급 , 12세이상관람가",0,,,,,,,,,,,,,,,,,,
트루스 오어 데어,20183801,2018-05-22,2613358900,306837,6391,,,,,,,,,,,0,184557.0,1604386200.0,197046.0,1708588600.0,294341.0,2510006400.0,306837.0,2613358900.0,306837.0,2613358900.0,306837.0,2613358900.0,306837.0,2613358900.0,306837.0,2613358900.0,306837.0,2613358900.0
트리플 9,20162321,2016-04-20,359121300,46352,2153,,,,,,,,,,,0,39613.0,309673300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0,46352.0,359121300.0
