rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date
5,5,-1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,6427500,2.9,-7813800,-54.9,535317500,925,-1075,-53.8,68657,37,57,2017-01-09
6,6,0,OLD,20120383,해는 또다시 뜬다, ,898000,0.4,-158000,-15,4461000,449,-74,-14.1,2219,1,4,2017-01-09
7,7,0,NEW,20163014,7년-그들이 없는 언론,2017-01-12,1260000,0.6,1260000,100,20748000,210,210,100,2683,1,1,2017-01-09
8,8,-1,OLD,20161603,순종,2016-11-17,1645000,0.7,-654000,-28.4,393869200,206,-51,-19.8,55499,3,4,2017-01-09
9,9,0,NEW,20163186,단지 세상의 끝,2017-01-18,1421000,0.6,1421000,100,7520000,203,203,100,999,1,1,2017-01-09
10,10,0,NEW,20110014,연산군,1962-01-01,378000,0.2,378000,100,9252000,189,189,100,4612,1,3,2017-01-09
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,149170200,54.5,28446200,23.6,2098490600,21843,4519,26.1,281338,460,967,2017-01-10
2,2,0,OLD,20151181,여교사,2017-01-04,64188500,23.4,780500,1.2,846092260,8330,165,2,102934,375,739,2017-01-10
3,3,0,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,14627500,5.3,2055500,16.3,172869800,1996,292,17.1,21535,100,186,2017-01-10
4,4,1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,8116000,3.0,1688500,26.3,543433500,1216,291,31.5,69873,41,60,2017-01-10
5,5,-1,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,8335000,3.0,830000,11.1,299126200,1161,159,15.9,37600,43,65,2017-01-10
6,6,0,NEW,20167324,라이언,2017-02-01,5439000,2.0,5439000,100,5439000,777,777,100,777,4,4,2017-01-10
7,7,1,OLD,20161603,순종,2016-11-17,4981000,1.8,3336000,202.8,398850200,613,407,197.6,56112,9,10,2017-01-10
8,8,0,NEW,19388001,로빈 훗의 모험, ,1018000,0.4,1018000,100,1938000,509,509,100,979,1,5,2017-01-10
9,9,2,OLD,19890291,해리가 샐리를 만났을 때,1989-11-18,2296000,0.8,1006000,78,153874200,299,129,75.9,19582,28,29,2017-01-10
10,10,0,NEW,20157631,다른 길이 있다,2017-01-19,1712000,0.6,1712000,100,7825000,214,214,100,875,1,1,2017-01-10
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,102046800,57.0,-47123400,-31.6,2200537400,15370,-6473,-29.6,296708,361,700,2017-01-11
2,2,0,NEW,20164928,녹터널 애니멀스,2017-01-11,18834500,10.5,18834500,100,37353400,2551,2551,100,4599,198,409,2017-01-11
3,3,-1,OLD,20151181,여교사,2017-01-04,16255400,9.1,-47933100,-74.7,862347660,2147,-6183,-74.2,105081,125,205,2017-01-11
4,4,0,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,7494200,4.2,-621800,-7.7,550927700,1186,-30,-2.5,71059,38,57,2017-01-11
5,5,0,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,7188500,4.0,-1146500,-13.8,306314700,975,-186,-16,38575,41,61,2017-01-11
6,6,1,OLD,20161603,순종,2016-11-17,4615000,2.6,-366000,-7.3,403465200,569,-44,-7.2,56681,7,7,2017-01-11
7,7,-4,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,3516000,2.0,-11111500,-76,176385800,498,-1498,-75.1,22033,50,59,2017-01-11
8,8,13,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,3093000,1.7,2568000,489.1,3618000,418,343,457.3,493,5,5,2017-01-11
9,9,-1,OLD,19388001,로빈 훗의 모험, ,724000,0.4,-294000,-28.9,2662000,362,-147,-28.9,1341,1,5,2017-01-11
10,10,3,OLD,20164526,"나의 위대한 친구, 세잔",2016-12-15,1759500,1.0,521500,42.1,139658500,255,87,51.8,19119,11,13,2017-01-11
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,58752400,41.3,-43294400,-42.4,2259289800,9076,-6294,-40.9,305784,296,430,2017-01-12
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,21958500,15.4,3124000,16.6,59311900,2920,369,14.5,7519,212,386,2017-01-12
3,3,0,NEW,20163014,7년-그들이 없는 언론,2017-01-12,11278700,7.9,11278700,100,32026700,1424,1424,100,4107,105,154,2017-01-12
4,4,-1,OLD,20151181,여교사,2017-01-04,10713100,7.5,-5542300,-34.1,873060760,1378,-769,-35.8,106459,63,94,2017-01-12
5,5,0,NEW,20160881,문영,2017-01-12,9791700,6.9,9791700,100,12611399,1359,1359,100,1709,23,46,2017-01-12
6,6,-2,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,4243200,3.0,-3251000,-43.4,555170900,618,-568,-47.9,71677,29,41,2017-01-12
7,7,-2,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,4590200,3.2,-2598300,-36.1,310904900,598,-377,-38.7,39173,22,32,2017-01-12
8,8,0,NEW,20164852,요요마와 실크로드 앙상블,2017-01-12,3180000,2.2,3180000,100,7628000,473,473,100,1044,16,23,2017-01-12
9,9,-2,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,2956100,2.1,-559900,-15.9,179341900,433,-65,-13.1,22466,41,44,2017-01-12
10,10,-4,OLD,20161603,순종,2016-11-17,2529000,1.8,-2086000,-45.2,405994200,315,-254,-44.6,56996,4,4,2017-01-12
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,55050000,41.2,-3702400,-6.3,2314339800,7863,-1213,-13.4,313647,300,430,2017-01-13
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,28908749,21.6,6950249,31.7,88220649,3402,482,16.5,10921,219,393,2017-01-13
3,3,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,10910200,8.2,-368500,-3.3,42936900,1324,-100,-7,5431,101,158,2017-01-13
4,4,0,OLD,20151181,여교사,2017-01-04,10645500,8.0,-67600,-0.6,883706260,1256,-122,-8.9,107715,58,87,2017-01-13
5,5,2,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,5539600,4.1,949400,20.7,316444500,680,82,13.7,39853,22,34,2017-01-13
6,6,-1,OLD,20160881,문영,2017-01-12,4565000,3.4,-5226700,-53.4,17176399,634,-725,-53.3,2343,22,40,2017-01-13
7,7,-1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,4756700,3.6,513500,12.1,559927600,631,13,2.1,72308,26,37,2017-01-13
8,8,1,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,4410400,3.3,1454300,49.2,183752300,566,133,30.7,23032,41,44,2017-01-13
9,9,0,NEW,19478011,어두운 통로, ,830000,0.6,830000,100,830000,415,415,100,415,1,5,2017-01-13
10,10,-2,OLD,20164852,요요마와 실크로드 앙상블,2017-01-12,1662600,1.2,-1517400,-47.7,9290600,210,-263,-55.6,1254,17,23,2017-01-13
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,129026400,53.1,73976400,134.4,2443366200,16679,8816,112.1,330326,311,484,2017-01-14
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,36914130,15.2,8005381,27.7,125134779,4320,918,27,15241,197,325,2017-01-14
3,3,1,OLD,20151181,여교사,2017-01-04,18098000,7.5,7452500,70,901804260,2103,847,67.4,109818,65,94,2017-01-14
4,4,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,17241600,7.1,6331400,58,60178500,2072,748,56.5,7503,99,147,2017-01-14
5,5,2,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,8803700,3.6,4047000,85.1,568731300,1170,539,85.4,73478,29,45,2017-01-14
6,6,-1,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,7282600,3.0,1743000,31.5,323727100,843,163,24,40696,24,33,2017-01-14
7,7,-1,OLD,20160881,문영,2017-01-12,5666000,2.3,1101000,24.1,22842399,733,99,15.6,3076,23,38,2017-01-14
8,8,0,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,5986200,2.5,1575800,35.7,189738500,729,163,28.8,23761,40,43,2017-01-14
9,9,0,OLD,19478011,어두운 통로, ,942000,0.4,112000,13.5,1772000,471,56,13.5,886,1,5,2017-01-14
10,10,0,OLD,20164852,요요마와 실크로드 앙상블,2017-01-12,3426600,1.4,1764000,106.1,12717200,440,230,109.5,1694,17,21,2017-01-14
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,123683000,56.7,-5343400,-4.1,2567049200,15766,-913,-5.5,346092,307,470,2017-01-15
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,31369500,14.4,-5544630,-15,156504279,3602,-718,-16.6,18843,188,300,2017-01-15
3,3,1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,16031600,7.4,-1210000,-7,76210100,1936,-136,-6.6,9439,102,149,2017-01-15
4,4,-1,OLD,20151181,여교사,2017-01-04,10047500,4.6,-8050500,-44.5,911851760,1177,-926,-44,110995,55,83,2017-01-15
5,5,0,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,7663700,3.5,-1140000,-12.9,576395000,1023,-147,-12.6,74501,30,42,2017-01-15
6,6,0,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,6820500,3.1,-462100,-6.3,330547600,816,-27,-3.2,41512,23,34,2017-01-15
7,7,1,OLD,20164485,"내 어깨 위 고양이, 밥",2017-01-04,6114000,2.8,127800,2.1,195852500,746,17,2.3,24507,39,43,2017-01-15
8,8,-1,OLD,20160881,문영,2017-01-12,4247000,1.9,-1419000,-25,27089399,516,-217,-29.6,3592,21,35,2017-01-15
9,9,0,OLD,19478011,어두운 통로, ,758000,0.3,-184000,-19.5,2530000,379,-92,-19.5,1265,1,5,2017-01-15
10,10,0,OLD,20164852,요요마와 실크로드 앙상블,2017-01-12,2452700,1.1,-973900,-28.4,15169900,309,-131,-29.8,2003,16,22,2017-01-15
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,19781500,19.7,-103901500,-84,2586830700,2962,-12804,-81.2,349054,256,345,2017-01-16
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,16297500,16.2,-15072000,-48,172801779,2186,-1416,-39.3,21029,195,331,2017-01-16
3,3,0,NEW,20010130,빌리 엘리어트,2001-02-16,8263400,8.2,8263400,100,36087100,1524,1524,100,4812,37,64,2017-01-16
4,4,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,8199200,8.2,-7832400,-48.9,84409300,1147,-789,-40.8,10586,101,150,2017-01-16
5,5,0,NEW,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,7848000,7.8,7848000,100,11816000,981,981,100,1524,2,2,2017-01-16
6,6,-2,OLD,20151181,여교사,2017-01-04,5517900,5.5,-4529600,-45.1,917369660,736,-441,-37.5,111731,52,83,2017-01-16
7,7,0,NEW,20168611,키코리키: 황금모자의 비밀,2017-01-25,4611000,4.6,4611000,100,4611000,589,589,100,589,4,4,2017-01-16
8,8,-3,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,3810000,3.8,-3853700,-50.3,580205000,536,-487,-47.6,75037,23,36,2017-01-16
9,9,0,NEW,20166707,재키,2017-01-25,3808000,3.8,3808000,100,3808000,476,476,100,476,1,2,2017-01-16
10,10,-4,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,3359500,3.3,-3461000,-50.7,333907100,456,-360,-44.1,41968,18,27,2017-01-16
1,1,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,33634500,25.7,13853000,70,2620465200,5273,2311,78,354327,277,374,2017-01-17
2,2,0,OLD,20164928,녹터널 애니멀스,2017-01-11,17198400,13.2,900900,5.5,190000179,2328,142,6.5,23357,203,334,2017-01-17
3,3,0,OLD,20010130,빌리 엘리어트,2001-02-16,9325800,7.1,1062400,12.9,45412900,1768,244,16,6580,34,63,2017-01-17
4,4,0,NEW,20167324,라이언,2017-02-01,11880000,9.1,11880000,100,18649000,1485,1485,100,2452,8,8,2017-01-17
5,5,2,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,9456000,7.2,4845000,105.1,14067000,1227,638,108.3,1816,10,10,2017-01-17
6,6,0,OLD,20151181,여교사,2017-01-04,8096600,6.2,2578700,46.7,925466260,1043,307,41.7,112774,53,80,2017-01-17
7,7,-3,OLD,20163014,7년-그들이 없는 언론,2017-01-12,6383000,4.9,-1816200,-22.2,90792300,883,-264,-23,11469,96,154,2017-01-17
8,8,0,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,3820200,2.9,10200,0.3,584025200,544,8,1.5,75581,28,39,2017-01-17
9,9,1,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,3543200,2.7,183700,5.5,337450300,469,13,2.9,42437,20,28,2017-01-17
10,10,0,NEW,19600018,하녀,1960-11-03,844000,0.6,844000,100,21374500,422,422,100,5397,1,5,2017-01-17
1,1,17,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,334154700,78.5,332554700,20784.7,347570700,50159,49959,24979.5,51883,500,1249,2017-01-18
2,2,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,12757600,3.0,-20876900,-62.1,2633222800,2343,-2930,-55.6,356670,62,67,2017-01-18
3,3,14,OLD,20163186,단지 세상의 끝,2017-01-18,13685000,3.2,11390000,496.3,25948000,1830,1575,617.6,3390,92,158,2017-01-18
4,4,-1,OLD,20010130,빌리 엘리어트,2001-02-16,10534500,2.5,1208700,13,55947400,1431,-337,-19.1,8011,79,156,2017-01-18
5,5,0,NEW,20168462,스노든,2017-02-09,8464000,2.0,8464000,100,10528000,1058,1058,100,1316,5,5,2017-01-18
6,6,-1,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,6652000,1.6,-2804000,-29.7,20719000,861,-366,-29.8,2677,5,5,2017-01-18
7,7,-5,OLD,20164928,녹터널 애니멀스,2017-01-11,5387000,1.3,-11811400,-68.7,195387179,696,-1632,-70.1,24053,24,34,2017-01-18
8,8,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,4565700,1.1,-1817300,-28.5,95358000,621,-262,-29.7,12090,64,92,2017-01-18
9,9,-1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,3404700,0.8,-415500,-10.9,587429900,491,-53,-9.7,76072,21,29,2017-01-18
10,10,-1,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,3530400,0.8,-12800,-0.4,340980700,469,0,0,42906,19,26,2017-01-18
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,189852600,67.9,-144302100,-43.2,537423300,27622,-22537,-44.9,79505,483,1197,2017-01-19
2,2,1,OLD,20163186,단지 세상의 끝,2017-01-18,19463400,7.0,5778400,42.2,45411400,2569,739,40.4,5959,124,204,2017-01-19
3,3,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,10439500,3.7,-2318100,-18.2,2643662300,1872,-471,-20.1,358542,52,55,2017-01-19
4,4,0,OLD,20010130,빌리 엘리어트,2001-02-16,12269000,4.4,1734500,16.5,68216400,1659,228,15.9,9670,82,157,2017-01-19
5,5,9,OLD,20167324,라이언,2017-02-01,9938000,3.6,7810000,367,30715000,1404,1118,390.9,4142,9,9,2017-01-19
6,6,-1,OLD,20168462,스노든,2017-02-09,8648000,3.1,184000,2.2,19176000,1081,23,2.2,2397,4,4,2017-01-19
7,7,1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,2964000,1.1,-1601700,-35.1,98322000,396,-225,-36.2,12486,57,67,2017-01-19
8,8,-1,OLD,20164928,녹터널 애니멀스,2017-01-11,3068500,1.1,-2318500,-43,198455679,393,-303,-43.5,24446,20,21,2017-01-19
9,9,0,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,2492500,0.9,-912200,-26.8,589922400,362,-129,-26.3,76434,22,25,2017-01-19
10,10,20,OLD,20090065,더 리더: 책 읽어주는 남자,2009-03-26,2689000,1.0,2445500,1004.3,2943416500,351,316,902.9,451636,29,39,2017-01-19
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,145186700,65.5,-44665900,-23.5,682610000,18988,-8634,-31.3,98493,490,1192,2017-01-20
2,2,0,OLD,20163186,단지 세상의 끝,2017-01-18,16682100,7.5,-2781300,-14.3,62093500,2019,-550,-21.4,7978,116,193,2017-01-20
3,3,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,8232400,3.7,-2207100,-21.1,2651894700,1427,-445,-23.8,359969,52,53,2017-01-20
4,4,0,OLD,20010130,빌리 엘리어트,2001-02-16,11404500,5.1,-864500,-7,79620900,1395,-264,-15.9,11065,80,145,2017-01-20
5,5,3,OLD,20164928,녹터널 애니멀스,2017-01-11,5561500,2.5,2493000,81.2,204017179,647,254,64.6,25093,18,22,2017-01-20
6,6,1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,3416500,1.5,452500,15.3,101738500,457,61,15.4,12943,61,72,2017-01-20
7,7,0,NEW,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,2562000,1.2,2562000,100,2562000,366,366,100,366,2,2,2017-01-20
8,8,0,NEW,19608002,타임 머신, ,705000,0.3,705000,100,1227000,350,350,100,620,1,5,2017-01-20
9,9,1,OLD,20090065,더 리더: 책 읽어주는 남자,2009-03-26,2741000,1.2,52000,1.9,2946157500,333,-18,-5.1,451969,28,38,2017-01-20
10,10,-1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,2544200,1.1,51700,2.1,592466600,326,-36,-9.9,76760,20,25,2017-01-20
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,747597000,88.1,602410300,414.9,1430207000,97501,78513,413.5,195994,570,1487,2017-01-21
2,2,0,OLD,20163186,단지 세상의 끝,2017-01-18,21956100,2.6,5274000,31.6,84049600,2628,609,30.2,10606,114,163,2017-01-21
3,3,1,OLD,20010130,빌리 엘리어트,2001-02-16,18578100,2.2,7173600,62.9,98199000,2190,795,57,13255,78,128,2017-01-21
4,4,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,10836300,1.3,2603900,31.6,2662731000,1599,172,12.1,361568,60,68,2017-01-21
5,5,0,OLD,20164928,녹터널 애니멀스,2017-01-11,7432500,0.9,1871000,33.6,211449679,828,181,28,25921,17,21,2017-01-21
6,6,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,5678600,0.7,2262100,66.2,107417100,723,266,58.2,13666,61,68,2017-01-21
7,7,3,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,4711100,0.6,2166900,85.2,597177700,632,306,93.9,77392,21,26,2017-01-21
8,8,5,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,4964500,0.6,2533500,104.2,350977700,571,294,106.1,44079,13,20,2017-01-21
9,9,13,OLD,20070202,초속5센티미터,2007-06-21,3156500,0.4,2205500,231.9,237716250,364,249,216.5,39849,11,11,2017-01-21
10,10,-1,OLD,20090065,더 리더: 책 읽어주는 남자,2009-03-26,3117000,0.4,376000,13.7,2949274500,360,27,8.1,452329,24,30,2017-01-21
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,626538700,87.5,-121058300,-16.2,2056745700,80707,-16794,-17.2,276701,567,1471,2017-01-22
2,2,0,OLD,20163186,단지 세상의 끝,2017-01-18,22828200,3.2,872100,4,106877800,2713,85,3.2,13319,118,173,2017-01-22
3,3,0,OLD,20010130,빌리 엘리어트,2001-02-16,17096500,2.4,-1481600,-8,115295500,2007,-183,-8.4,15262,78,122,2017-01-22
4,4,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,11702700,1.6,866400,8,2674433700,1668,69,4.3,363236,61,68,2017-01-22
5,5,0,OLD,20164928,녹터널 애니멀스,2017-01-11,7007000,1.0,-425500,-5.7,218456679,767,-61,-7.4,26688,15,18,2017-01-22
6,6,1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,4335700,0.6,-375400,-8,601513400,589,-43,-6.8,77981,22,26,2017-01-22
7,7,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,4859500,0.7,-819100,-14.4,112276600,576,-147,-20.3,14242,57,64,2017-01-22
8,8,0,OLD,20160221,에곤 쉴레: 욕망이 그린 그림,2016-12-22,3561000,0.5,-1403500,-28.3,354538700,420,-151,-26.4,44499,10,15,2017-01-22
9,9,1,OLD,20090065,더 리더: 책 읽어주는 남자,2009-03-26,3147000,0.4,30000,1,2952421500,364,4,1.1,452693,22,26,2017-01-22
10,10,1,OLD,19608002,타임 머신, ,667000,0.1,-41000,-5.8,2602000,326,-28,-7.9,1300,1,5,2017-01-22
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,68650500,53.6,-557888200,-89,2125396200,9910,-70797,-87.7,286611,428,1023,2017-01-23
2,2,0,OLD,20163186,단지 세상의 끝,2017-01-18,11430200,8.9,-11398000,-49.9,118308000,1539,-1174,-43.3,14858,110,174,2017-01-23
3,3,0,OLD,20010130,빌리 엘리어트,2001-02-16,9068600,7.1,-8027900,-47,124364100,1230,-777,-38.7,16492,72,127,2017-01-23
4,4,3,OLD,20163014,7년-그들이 없는 언론,2017-01-12,3947000,3.1,-912500,-18.8,116223600,487,-89,-15.5,14729,57,66,2017-01-23
5,5,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2866000,2.2,-8836700,-75.5,2677299700,468,-1200,-71.9,363704,43,43,2017-01-23
6,6,-1,OLD,20164928,녹터널 애니멀스,2017-01-11,3078500,2.4,-3928500,-56.1,221535179,411,-356,-46.4,27099,20,22,2017-01-23
7,7,0,NEW,20168462,스노든,2017-02-09,3573000,2.8,3573000,100,22749000,397,397,100,2794,3,3,2017-01-23
8,8,37,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,2904000,2.3,2904000,100,28123000,394,394,100,3641,2,2,2017-01-23
9,9,8,OLD,20166707,재키,2017-01-25,2608000,2.0,1354000,108,13013000,326,174,114.5,1335,2,2,2017-01-23
10,10,-4,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,2163000,1.7,-2172700,-50.1,603676400,305,-284,-48.2,78286,18,21,2017-01-23
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,75048900,51.9,6398400,9.3,2200445100,10875,965,9.7,297486,438,1023,2017-01-24
2,2,0,OLD,20163186,단지 세상의 끝,2017-01-18,12343400,8.5,913200,8,130651400,1675,136,8.8,16533,114,175,2017-01-24
3,3,0,OLD,20010130,빌리 엘리어트,2001-02-16,11254300,7.8,2185700,24.1,135618400,1542,312,25.4,18034,75,136,2017-01-24
4,4,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,5533000,3.8,2667000,93.1,2682832700,970,502,107.3,364674,46,48,2017-01-24
5,5,3,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,6928000,4.8,4024000,138.6,35051000,866,472,119.8,4507,5,5,2017-01-24
6,6,4,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,2918200,2.0,755200,34.9,606594600,483,178,58.4,78769,21,24,2017-01-24
7,7,-3,OLD,20163014,7년-그들이 없는 언론,2017-01-12,3066000,2.1,-881000,-22.3,119289600,445,-42,-8.6,15174,58,67,2017-01-24
8,8,-2,OLD,20164928,녹터널 애니멀스,2017-01-11,3049500,2.1,-29000,-0.9,224584679,394,-17,-4.1,27493,19,21,2017-01-24
9,9,0,NEW,19990191,슬픔은 그대 가슴에,1999-05-08,734000,0.5,734000,100,19592000,367,367,100,9753,1,4,2017-01-24
10,10,2,OLD,20090065,더 리더: 책 읽어주는 남자,2009-03-26,2543500,1.8,472500,22.8,2957036000,332,56,20.3,453301,26,33,2017-01-24
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,40966900,29.5,-34082000,-45.4,2241412000,6112,-4763,-43.8,303598,323,480,2017-01-25
2,2,16,OLD,20165822,매기스 플랜,2017-01-25,15556100,11.2,14111100,976.5,35077100,2278,2132,1460.3,4594,69,118,2017-01-25
3,3,2,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,13920500,10.0,6992500,100.9,48971500,2118,1252,144.6,6625,186,238,2017-01-25
4,4,0,NEW,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,11960000,8.6,11960000,100,14522000,1871,1871,100,2237,122,160,2017-01-25
5,5,-3,OLD,20163186,단지 세상의 끝,2017-01-18,9387900,6.8,-2955500,-23.9,140039300,1478,-197,-11.8,18011,53,80,2017-01-25
6,6,21,OLD,20166707,재키,2017-01-25,8782000,6.3,8085500,1160.9,22491500,1402,1324,1697.4,2815,67,122,2017-01-25
7,7,-4,OLD,20010130,빌리 엘리어트,2001-02-16,3600500,2.6,-7653800,-68,139218900,557,-985,-63.9,18591,36,43,2017-01-25
8,8,-2,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,3281700,2.4,363500,12.5,609876300,521,38,7.9,79290,20,24,2017-01-25
9,8,5,OLD,20168462,스노든,2017-02-09,4153000,3.0,1993000,92.3,29062000,521,281,117.1,3555,4,4,2017-01-25
10,10,-2,OLD,20164928,녹터널 애니멀스,2017-01-11,3244000,2.3,194500,6.4,227828679,444,50,12.7,27937,15,18,2017-01-25
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,48032300,32.1,7065400,17.2,2289444300,6920,808,13.2,310518,326,481,2017-01-26
2,2,0,OLD,20165822,매기스 플랜,2017-01-25,24348200,16.3,8792100,56.5,59425300,3183,905,39.7,7777,94,151,2017-01-26
3,3,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,14655000,9.8,2695000,22.5,29177000,2212,341,18.2,4449,125,166,2017-01-26
4,4,-1,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,14869100,9.9,948600,6.8,63840600,2173,55,2.6,8798,211,257,2017-01-26
5,5,1,OLD,20166707,재키,2017-01-25,15719800,10.5,6937800,79,38211300,2155,753,53.7,4970,97,168,2017-01-26
6,6,-1,OLD,20163186,단지 세상의 끝,2017-01-18,7832500,5.2,-1555400,-16.6,147871800,1030,-448,-30.3,19041,45,70,2017-01-26
7,7,0,OLD,20010130,빌리 엘리어트,2001-02-16,4302700,2.9,702200,19.5,143521600,587,30,5.4,19178,40,47,2017-01-26
8,8,2,OLD,20164928,녹터널 애니멀스,2017-01-11,3732000,2.5,488000,15,231560679,460,16,3.6,28397,11,13,2017-01-26
9,9,-1,OLD,20161763,"나, 다니엘 블레이크",2016-12-08,2420200,1.6,-861500,-26.3,612296500,327,-194,-37.2,79617,12,16,2017-01-26
10,10,3,OLD,19990191,슬픔은 그대 가슴에,1999-05-08,530000,0.4,-72000,-12,20724000,265,-36,-12,10319,1,4,2017-01-26
1,1,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,148641200,49.6,100608900,209.5,2438085500,18976,12056,174.2,329494,412,612,2017-01-27
2,2,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,41072500,13.7,26417500,180.3,70249500,6183,3971,179.5,10632,145,201,2017-01-27
3,3,1,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,24609100,8.2,9740000,65.5,88449700,3066,893,41.1,11864,198,250,2017-01-27
