rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date
6,6,1,OLD,20156969,스트레인저랜드,2015-08-06,2580000,4.4,-3126500,-54.8,30122900,364,-341,-48.4,3932,29,46,2015-08-10
7,7,1,OLD,20151901,디올 앤 아이,2015-08-06,2769500,4.7,-1930000,-41.1,28558600,355,-207,-36.8,3480,17,25,2015-08-10
8,8,1,OLD,20151482,종이 달,2015-07-23,2663500,4.5,-1733500,-39.4,148124500,337,-171,-33.7,18618,13,16,2015-08-10
9,9,-3,OLD,20150522,러덜리스,2015-07-09,2377500,4.0,-3848900,-61.8,594585620,311,-429,-58,75523,14,25,2015-08-10
10,10,0,OLD,20151202,난 그녀와 키스했다,2015-07-22,2422000,4.1,-1231000,-33.7,130724798,310,-105,-25.3,16995,8,9,2015-08-10
1,1,1,OLD,20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,12700500,17.4,4195800,49.3,349962000,1879,727,63.1,50110,29,36,2015-08-11
2,2,-1,OLD,20152372,아마조니아,2015-08-05,9220000,12.6,852700,10.2,143440300,1338,144,12.1,19851,82,92,2015-08-11
3,3,0,OLD,20152264,어느 하녀의 일기,2015-08-06,6714000,9.2,129500,2,66259600,921,24,2.7,8737,34,60,2015-08-11
4,4,0,OLD,20151821,러브 앤 머시,2015-07-30,5824500,8.0,-579500,-9,173644300,799,-73,-8.4,22060,37,64,2015-08-11
5,5,0,OLD,20151002,우먼 인 골드,2015-07-09,5245600,7.2,404100,8.3,1065800200,711,66,10.2,138608,23,36,2015-08-11
6,6,0,NEW,20155874,미라클 벨리에,2015-08-27,4130000,5.7,4130000,100,79576500,590,590,100,10744,2,2,2015-08-11
7,7,0,NEW,19618028,노다지, ,1186000,1.6,1186000,100,2684000,588,588,100,1337,1,4,2015-08-11
8,8,-1,OLD,20151901,디올 앤 아이,2015-08-06,4105400,5.6,1335900,48.2,32664000,514,159,44.8,3994,18,27,2015-08-11
9,9,-1,OLD,20151482,종이 달,2015-07-23,3608000,4.9,944500,35.5,151732500,480,143,42.4,19098,13,17,2015-08-11
10,10,-1,OLD,20150522,러덜리스,2015-07-09,3043100,4.2,665600,28,597628720,400,89,28.6,75923,17,25,2015-08-11
1,1,1,OLD,20152372,아마조니아,2015-08-05,7842900,11.0,-1377100,-14.9,151283200,1153,-185,-13.8,21004,80,90,2015-08-12
2,2,0,NEW,20151302,무민 더 무비,2015-08-13,8248000,11.6,8248000,100,14628000,1086,1086,100,1850,5,5,2015-08-12
3,3,0,OLD,20152264,어느 하녀의 일기,2015-08-06,7594400,10.7,880400,13.1,73854000,1009,88,9.6,9746,36,62,2015-08-12
4,4,0,OLD,20151821,러브 앤 머시,2015-07-30,6922000,9.7,1097500,18.8,180566300,918,119,14.9,22978,37,60,2015-08-12
5,5,0,OLD,20151002,우먼 인 골드,2015-07-09,4404500,6.2,-841100,-16,1070204700,599,-112,-15.8,139207,24,36,2015-08-12
6,6,1,OLD,19618028,노다지, ,982000,1.4,-204000,-17.2,3666000,491,-97,-16.5,1828,1,4,2015-08-12
7,7,1,OLD,20151901,디올 앤 아이,2015-08-06,3813200,5.4,-292200,-7.1,36477200,488,-26,-5.1,4482,17,26,2015-08-12
8,8,-7,OLD,20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,2985000,4.2,-9715500,-76.5,352947000,474,-1405,-74.8,50584,17,23,2015-08-12
9,9,1,OLD,20150522,러덜리스,2015-07-09,3537000,5.0,493900,16.2,601165720,464,64,16,76387,18,30,2015-08-12
10,10,2,OLD,20156969,스트레인저랜드,2015-08-06,2816900,4.0,579500,25.9,35177200,391,80,25.7,4634,32,50,2015-08-12
1,1,0,NEW,20158062,숀더쉽,2015-08-13,63889000,43.5,63889000,100,112727000,9626,9626,100,15944,263,374,2015-08-13
2,2,22,OLD,20156281,성실한 나라의 앨리스,2015-08-13,24103400,16.4,23281400,2832.3,32866400,3219,3114,2965.7,4365,65,215,2015-08-13
3,3,-1,OLD,20151302,무민 더 무비,2015-08-13,19339100,13.2,11091100,134.5,33967100,2830,1744,160.6,4680,158,196,2015-08-13
4,4,23,OLD,20141702,위로공단,2015-08-13,4546000,3.1,4140000,1019.7,17937800,610,552,951.7,2550,32,55,2015-08-13
5,5,-2,OLD,20152264,어느 하녀의 일기,2015-08-06,3707000,2.5,-3887400,-51.2,77561000,491,-518,-51.3,10237,25,34,2015-08-13
6,6,0,NEW,20152261,그리울 련,2015-08-13,2195000,1.5,2195000,100,2195000,427,427,100,427,20,21,2015-08-13
7,7,0,NEW,20151962,블러바드,2015-08-13,3036900,2.1,3036900,100,7828900,407,407,100,1006,13,20,2015-08-13
8,8,-3,OLD,20151002,우먼 인 골드,2015-07-09,3079000,2.1,-1325500,-30.1,1073283700,405,-194,-32.4,139612,12,17,2015-08-13
9,9,3,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,2592000,1.8,198000,8.3,7632000,324,-18,-5.3,1056,3,3,2015-08-13
10,10,-4,OLD,19618028,노다지, ,606000,0.4,-376000,-38.3,4272000,303,-188,-38.3,2131,1,4,2015-08-13
1,1,0,OLD,20158062,숀더쉽,2015-08-13,138803100,53.0,74914100,117.3,251530100,19079,9453,98.2,35023,261,371,2015-08-14
2,2,1,OLD,20151302,무민 더 무비,2015-08-13,29750500,11.4,10411400,53.8,63717600,4036,1206,42.6,8716,161,197,2015-08-14
3,3,-1,OLD,20156281,성실한 나라의 앨리스,2015-08-13,33165300,12.7,9061900,37.6,66031700,3950,731,22.7,8315,66,211,2015-08-14
4,4,9,OLD,19638021,클레오파트라, ,2236000,0.9,1742000,352.6,2730000,1118,871,352.6,1365,2,5,2015-08-14
5,5,0,OLD,20152264,어느 하녀의 일기,2015-08-06,6788000,2.6,3081000,83.1,84349000,822,331,67.4,11059,24,37,2015-08-14
6,6,1,OLD,20151962,블러바드,2015-08-13,6360000,2.4,3323100,109.4,14188900,752,345,84.8,1758,17,25,2015-08-14
7,7,-3,OLD,20141702,위로공단,2015-08-13,5613300,2.1,1067300,23.5,23551100,678,68,11.1,3228,31,53,2015-08-14
8,8,0,OLD,20151002,우먼 인 골드,2015-07-09,4907600,1.9,1828600,59.4,1078191300,572,167,41.2,140184,12,17,2015-08-14
9,9,7,OLD,20151482,종이 달,2015-07-23,4071000,1.6,2407000,144.7,160338000,439,233,113.1,20099,5,6,2015-08-14
10,10,1,OLD,20152441,폴레트의 수상한 베이커리,2015-08-13,3258000,1.2,1229000,60.6,5287000,428,152,55.1,704,8,10,2015-08-14
1,1,0,OLD,20158062,숀더쉽,2015-08-13,106216200,46.3,-32586900,-23.5,357746300,14482,-4597,-24.1,49505,253,344,2015-08-15
2,2,1,OLD,20156281,성실한 나라의 앨리스,2015-08-13,37054900,16.1,3889600,11.7,103086600,4332,382,9.7,12647,69,187,2015-08-15
3,3,-1,OLD,20151302,무민 더 무비,2015-08-13,19361100,8.4,-10389400,-34.9,83078700,2592,-1444,-35.8,11308,124,148,2015-08-15
4,4,0,OLD,19638021,클레오파트라, ,1946000,0.8,-290000,-13,4676000,973,-145,-13,2338,2,5,2015-08-15
5,5,0,OLD,20152264,어느 하녀의 일기,2015-08-06,7407500,3.2,619500,9.1,91756500,908,86,10.5,11967,26,39,2015-08-15
6,6,0,OLD,20151962,블러바드,2015-08-13,6898000,3.0,538000,8.5,21086900,842,90,12,2600,17,27,2015-08-15
7,7,1,OLD,20151002,우먼 인 골드,2015-07-09,5961200,2.6,1053600,21.5,1084152500,725,153,26.7,140909,15,23,2015-08-15
8,8,3,OLD,20151821,러브 앤 머시,2015-07-30,5498000,2.4,1985500,56.5,190723300,663,254,62.1,24209,23,28,2015-08-15
9,9,3,OLD,20151901,디올 앤 아이,2015-08-06,5243000,2.3,1826500,53.5,47075700,612,219,55.7,5744,14,21,2015-08-15
10,10,-3,OLD,20141702,위로공단,2015-08-13,4767000,2.1,-846300,-15.1,28318100,590,-88,-13,3818,31,45,2015-08-15
1,1,0,OLD,20158062,숀더쉽,2015-08-13,78472000,43.4,-27744200,-26.1,436218300,10683,-3799,-26.2,60188,244,324,2015-08-16
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,31164400,17.2,-5890500,-15.9,134251000,3667,-665,-15.4,16314,68,176,2015-08-16
3,3,0,OLD,20151302,무민 더 무비,2015-08-13,16146200,8.9,-3214900,-16.6,99224900,2140,-452,-17.4,13448,117,135,2015-08-16
4,4,2,OLD,20151962,블러바드,2015-08-13,6232000,3.4,-666000,-9.7,27318900,728,-114,-13.5,3328,16,27,2015-08-16
5,5,0,OLD,20152264,어느 하녀의 일기,2015-08-06,5513500,3.0,-1894000,-25.6,97270000,699,-209,-23,12666,25,36,2015-08-16
6,6,-2,OLD,19638021,클레오파트라, ,1358000,0.8,-588000,-30.2,6034000,679,-294,-30.2,3017,2,4,2015-08-16
7,7,3,OLD,20141702,위로공단,2015-08-13,5423000,3.0,656000,13.8,33741100,635,45,7.6,4453,31,44,2015-08-16
8,8,0,OLD,20151821,러브 앤 머시,2015-07-30,4878600,2.7,-619400,-11.3,195601900,569,-94,-14.2,24778,21,25,2015-08-16
9,9,0,OLD,20151901,디올 앤 아이,2015-08-06,4502300,2.5,-740700,-14.1,51578000,554,-58,-9.5,6298,14,22,2015-08-16
10,10,-3,OLD,20151002,우먼 인 골드,2015-07-09,3757300,2.1,-2203900,-37,1087909800,467,-258,-35.6,141376,14,23,2015-08-16
1,1,0,OLD,20158062,숀더쉽,2015-08-13,23459900,29.8,-55012100,-70.1,459678200,3482,-7201,-67.4,63670,215,267,2015-08-17
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,22448800,28.5,-8715600,-28,156699800,2909,-758,-20.7,19223,64,253,2015-08-17
3,3,0,OLD,20151302,무민 더 무비,2015-08-13,5955300,7.6,-10190900,-63.1,105180200,837,-1303,-60.9,14285,110,120,2015-08-17
4,4,2,OLD,19638021,클레오파트라, ,1383000,1.8,25000,1.8,7417000,689,10,1.5,3706,2,4,2015-08-17
5,5,2,OLD,20141702,위로공단,2015-08-13,2707500,3.4,-2715500,-50.1,36448600,382,-253,-39.8,4835,31,45,2015-08-17
6,6,-2,OLD,20151962,블러바드,2015-08-13,3024000,3.8,-3208000,-51.5,30342900,376,-352,-48.4,3704,13,27,2015-08-17
7,7,2,OLD,20151901,디올 앤 아이,2015-08-06,2739000,3.5,-1763300,-39.2,54317000,327,-227,-41,6625,11,15,2015-08-17
8,8,0,NEW,20157782,신은 죽지 않았다,2015-04-16,1776000,2.3,1776000,100,280338000,296,296,100,37949,2,2,2015-08-17
9,9,13,OLD,20158951,순교,2015-08-13,1935000,2.5,1055000,119.9,6165000,283,178,169.5,843,4,14,2015-08-17
10,10,-5,OLD,20152264,어느 하녀의 일기,2015-08-06,1969000,2.5,-3544500,-64.3,99239000,278,-421,-60.2,12944,16,19,2015-08-17
1,1,0,OLD,20158062,숀더쉽,2015-08-13,35364200,34.6,11904300,50.7,495042400,5456,1974,56.7,69126,223,274,2015-08-18
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,20375600,19.9,-2073200,-9.2,177075400,2626,-283,-9.7,21849,62,243,2015-08-18
3,3,0,OLD,20151302,무민 더 무비,2015-08-13,7030500,6.9,1075200,18.1,112210700,1077,240,28.7,15362,109,122,2015-08-18
4,4,0,NEW,20155874,미라클 벨리에,2015-08-27,6456000,6.3,6456000,100,87896500,807,807,100,11784,4,4,2015-08-18
5,5,1,OLD,20151962,블러바드,2015-08-13,5707500,5.6,2683500,88.7,36050400,716,340,90.4,4420,16,33,2015-08-18
6,6,0,NEW,20080247,기인들, ,1280000,1.3,1280000,100,2404000,640,640,100,866,1,4,2015-08-18
7,7,-2,OLD,20141702,위로공단,2015-08-13,2809500,2.7,102000,3.8,39258100,379,-3,-0.8,5214,33,45,2015-08-18
8,8,1,OLD,20158951,순교,2015-08-13,2401000,2.3,466000,24.1,8566000,377,94,33.2,1220,4,10,2015-08-18
9,9,1,OLD,20152264,어느 하녀의 일기,2015-08-06,2534000,2.5,565000,28.7,101773000,348,70,25.2,13292,18,21,2015-08-18
10,10,5,OLD,20151482,종이 달,2015-07-23,2127000,2.1,976000,84.8,170128000,271,142,110.1,21213,5,6,2015-08-18
1,1,0,OLD,20158062,숀더쉽,2015-08-13,30309200,29.9,-5055000,-14.3,525351600,4671,-785,-14.4,73797,210,258,2015-08-19
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,23062800,22.8,2687200,13.2,200138200,2980,354,13.5,24829,67,250,2015-08-19
3,3,0,OLD,20151302,무민 더 무비,2015-08-13,7751100,7.6,720600,10.2,119961800,1055,-22,-2,16417,100,112,2015-08-19
4,4,0,OLD,20155874,미라클 벨리에,2015-08-27,6114000,6.0,-342000,-5.3,94010500,810,3,0.4,12594,6,6,2015-08-19
5,5,1,OLD,20080247,기인들, ,1107000,1.1,-173000,-13.5,3511000,551,-89,-13.9,1417,1,4,2015-08-19
6,6,1,OLD,20141702,위로공단,2015-08-13,4258800,4.2,1449300,51.6,43516900,532,153,40.4,5746,34,49,2015-08-19
7,7,1,OLD,20158951,순교,2015-08-13,2766000,2.7,365000,15.2,11332000,433,56,14.9,1653,4,14,2015-08-19
8,8,-3,OLD,20151962,블러바드,2015-08-13,3159000,3.1,-2548500,-44.7,39209400,404,-312,-43.6,4824,16,28,2015-08-19
9,9,0,NEW,20110024,무기여 잘 있거라,1974-01-01,703000,0.7,703000,100,9514034,350,350,100,6030,1,3,2015-08-19
10,10,-1,OLD,20152264,어느 하녀의 일기,2015-08-06,2247000,2.2,-287000,-11.3,104020000,283,-65,-18.7,13575,15,20,2015-08-19
1,1,0,OLD,20158062,숀더쉽,2015-08-13,12342200,16.7,-17967000,-59.3,537693800,2044,-2627,-56.2,75841,63,66,2015-08-20
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,10174000,13.8,-12888800,-55.9,210312200,1331,-1649,-55.3,26160,41,133,2015-08-20
3,3,33,OLD,20152962,나의 어머니,2015-08-20,5219900,7.1,4938900,1757.6,5500900,742,710,2218.8,774,30,52,2015-08-20
4,4,0,NEW,20152279,마리 이야기: 손끝의 기적,2015-08-20,4931000,6.7,4931000,100,12563000,726,726,100,1782,39,56,2015-08-20
5,5,0,NEW,20148843,스피드,2015-10-22,6113000,8.3,6113000,100,6113000,703,703,100,703,2,3,2015-08-20
6,6,0,NEW,20151784,고백,2015-08-20,2796000,3.8,2796000,100,2796000,562,562,100,562,20,20,2015-08-20
7,7,-2,OLD,20080247,기인들, ,955000,1.3,-152000,-13.7,4466000,475,-76,-13.8,1892,1,4,2015-08-20
8,8,-1,OLD,20158951,순교,2015-08-13,2832500,3.8,66500,2.4,14164500,431,-2,-0.5,2084,4,15,2015-08-20
9,9,-1,OLD,20151962,블러바드,2015-08-13,2756400,3.7,-402600,-12.7,41965800,359,-45,-11.1,5183,18,25,2015-08-20
10,10,0,NEW,20157022,더 커널,2015-08-20,2309000,3.1,2309000,100,6568000,304,304,100,841,44,61,2015-08-20
1,1,0,OLD,20158062,숀더쉽,2015-08-13,13174200,18.5,832000,6.7,550868000,2144,100,4.9,77985,66,73,2015-08-21
2,2,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,15704500,22.1,5530500,54.4,226016700,1838,507,38.1,27998,42,153,2015-08-21
3,3,1,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,5259200,7.4,328200,6.7,17822200,759,33,4.5,2541,39,61,2015-08-21
4,4,-1,OLD,20152962,나의 어머니,2015-08-20,4516000,6.4,-703900,-13.5,10016900,568,-174,-23.5,1342,22,41,2015-08-21
5,5,0,NEW,19558020,마티, ,894000,1.3,894000,100,1314000,447,447,100,657,1,5,2015-08-21
6,6,7,OLD,20141702,위로공단,2015-08-13,3444200,4.8,1488700,76.1,48916600,423,175,70.6,6417,24,37,2015-08-21
7,7,3,OLD,20157022,더 커널,2015-08-20,3551500,5.0,1242500,53.8,10119500,421,117,38.5,1262,40,57,2015-08-21
8,8,1,OLD,20151962,블러바드,2015-08-13,3124500,4.4,368100,13.4,45090300,412,53,14.8,5595,16,23,2015-08-21
9,9,21,OLD,20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,2645000,3.7,2330000,739.7,364706900,383,331,636.5,52264,7,10,2015-08-21
10,10,1,OLD,20110024,무기여 잘 있거라,1974-01-01,548000,0.8,-41000,-7,10651034,274,-19,-6.5,6597,1,3,2015-08-21
1,1,1,OLD,20156281,성실한 나라의 앨리스,2015-08-13,22022000,22.1,6317500,40.2,248038700,2570,732,39.8,30568,41,137,2015-08-22
2,2,-1,OLD,20158062,숀더쉽,2015-08-13,17415400,17.5,4241200,32.2,568283400,2430,286,13.3,80415,66,75,2015-08-22
3,3,1,OLD,20152962,나의 어머니,2015-08-20,7394000,7.4,2878000,63.7,17410900,945,377,66.4,2287,29,52,2015-08-22
4,4,-1,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,5596600,5.6,337400,6.4,23418800,810,51,6.7,3351,37,60,2015-08-22
5,5,3,OLD,20151962,블러바드,2015-08-13,5657000,5.7,2532500,81.1,50747300,637,225,54.6,6232,18,29,2015-08-22
6,6,1,OLD,20157022,더 커널,2015-08-20,5125200,5.1,1573700,44.3,15244700,602,181,43,1864,42,58,2015-08-22
7,7,-2,OLD,19558020,마티, ,1008000,1.0,114000,12.8,2322000,504,57,12.8,1161,1,5,2015-08-22
8,8,1,OLD,20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,3041200,3.1,396200,15,367748100,445,62,16.2,52709,9,15,2015-08-22
9,9,2,OLD,20151482,종이 달,2015-07-23,2957000,3.0,603000,25.6,177517000,370,104,39.1,22115,5,6,2015-08-22
10,10,-4,OLD,20141702,위로공단,2015-08-13,2696500,2.7,-747700,-21.7,51613100,329,-94,-22.2,6746,20,30,2015-08-22
1,1,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,21264500,23.7,-757500,-3.4,269303200,2487,-83,-3.2,33055,40,138,2015-08-23
2,2,0,OLD,20158062,숀더쉽,2015-08-13,17193100,19.2,-222300,-1.3,585476500,2468,38,1.6,82883,73,82,2015-08-23
3,3,0,OLD,20152962,나의 어머니,2015-08-20,7301700,8.1,-92300,-1.2,24712600,921,-24,-2.5,3208,27,49,2015-08-23
4,4,1,OLD,20151962,블러바드,2015-08-13,6531400,7.3,874400,15.5,57278700,771,134,21,7003,20,31,2015-08-23
5,5,-1,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,5316000,5.9,-280600,-5,28734800,746,-64,-7.9,4097,35,53,2015-08-23
6,6,0,OLD,20157022,더 커널,2015-08-20,4336700,4.8,-788500,-15.4,19581400,532,-70,-11.6,2396,44,58,2015-08-23
7,7,0,OLD,19558020,마티, ,746000,0.8,-262000,-26,3068000,368,-136,-27,1529,1,5,2015-08-23
8,8,2,OLD,20141702,위로공단,2015-08-13,3011200,3.4,314700,11.7,54624300,366,37,11.2,7112,21,29,2015-08-23
9,9,9,OLD,20158951,순교,2015-08-13,1715000,1.9,368000,27.3,18800000,282,79,38.9,2816,4,8,2015-08-23
10,10,1,OLD,20151901,디올 앤 아이,2015-08-06,2473500,2.8,-250500,-9.2,66061500,272,-40,-12.8,8002,9,11,2015-08-23
1,1,0,OLD,20156281,성실한 나라의 앨리스,2015-08-13,10733500,19.7,-10531000,-49.5,280036700,1369,-1118,-45,34424,37,157,2015-08-24
2,2,0,NEW,20152801,원 와일드 모먼트,2015-08-27,6064000,11.1,6064000,100,7072000,758,758,100,884,4,5,2015-08-24
3,3,-1,OLD,20158062,숀더쉽,2015-08-13,4119900,7.6,-13073200,-76,589596400,677,-1791,-72.6,83560,40,42,2015-08-24
4,4,1,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,3892200,7.2,-1423800,-26.8,32627000,573,-173,-23.2,4670,37,54,2015-08-24
5,5,-2,OLD,20152962,나의 어머니,2015-08-20,3774000,6.9,-3527700,-48.3,28486600,529,-392,-42.6,3737,19,40,2015-08-24
6,6,0,NEW,20153311,기적의 피아노,2015-09-03,3936000,7.2,3936000,100,7229000,492,492,100,882,2,2,2015-08-24
7,7,0,NEW,20151623,앙: 단팥 인생 이야기,2015-09-10,3437000,6.3,3437000,100,4265000,491,491,100,629,3,3,2015-08-24
8,8,-1,OLD,19558020,마티, ,712000,1.3,-34000,-4.6,3780000,356,-12,-3.3,1885,1,5,2015-08-24
9,9,-3,OLD,20157022,더 커널,2015-08-20,2181900,4.0,-2154800,-49.7,21763300,285,-247,-46.4,2681,36,49,2015-08-24
10,10,7,OLD,20080244,백경,2008-03-15,520000,1.0,203000,64,9340000,262,101,62.7,4440,1,4,2015-08-24
1,1,0,NEW,20155874,미라클 벨리에,2015-08-27,10426000,16.2,10426000,100,106419000,1434,1434,100,14273,12,12,2015-08-25
2,2,-1,OLD,20156281,성실한 나라의 앨리스,2015-08-13,8512000,13.2,-2221500,-20.7,288548700,1101,-268,-19.6,35525,38,127,2015-08-25
3,3,0,OLD,20158062,숀더쉽,2015-08-13,5995500,9.3,1875600,45.5,595591900,974,297,43.9,84534,47,50,2015-08-25
4,4,-2,OLD,20152801,원 와일드 모먼트,2015-08-27,6221000,9.7,157000,2.6,13293000,829,71,9.4,1713,4,4,2015-08-25
5,5,0,OLD,20152962,나의 어머니,2015-08-20,4554500,7.1,780500,20.7,33041100,639,110,20.8,4376,25,46,2015-08-25
6,6,-2,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,4063900,6.3,171700,4.4,36690900,624,51,8.9,5294,37,54,2015-08-25
7,7,-1,OLD,20153311,기적의 피아노,2015-09-03,4170000,6.5,234000,5.9,11399000,490,-2,-0.4,1372,2,2,2015-08-25
8,8,4,OLD,20151962,블러바드,2015-08-13,2509500,3.9,862000,52.3,61435700,341,133,63.9,7552,18,28,2015-08-25
9,9,0,OLD,20157022,더 커널,2015-08-20,2518800,3.9,336900,15.4,24282100,333,48,16.8,3014,31,46,2015-08-25
10,10,1,OLD,20141702,위로공단,2015-08-13,1444000,2.2,-575000,-28.5,58087300,193,-61,-24,7559,23,32,2015-08-25
1,1,1,OLD,20156281,성실한 나라의 앨리스,2015-08-13,13449500,23.5,4937500,58,301998200,2089,988,89.7,37614,41,157,2015-08-26
2,2,1,OLD,20158062,숀더쉽,2015-08-13,5353500,9.4,-642000,-10.7,600945400,927,-47,-4.8,85461,45,49,2015-08-26
3,3,3,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,3801600,6.6,-262300,-6.5,40492500,617,-7,-1.1,5911,35,54,2015-08-26
4,4,1,OLD,20152962,나의 어머니,2015-08-20,3888000,6.8,-666500,-14.6,36929100,551,-88,-13.8,4927,21,36,2015-08-26
5,5,5,OLD,20141702,위로공단,2015-08-13,2677500,4.7,1233500,85.4,60764800,494,301,156,8053,24,37,2015-08-26
6,6,3,OLD,20157022,더 커널,2015-08-20,2491000,4.4,-27800,-1.1,26773100,354,21,6.3,3368,37,54,2015-08-26
7,7,12,OLD,20152582,침묵의 시선,2015-09-03,2664000,4.7,2079000,355.4,3249000,309,192,164.1,426,2,2,2015-08-26
8,8,0,OLD,20151962,블러바드,2015-08-13,2060500,3.6,-449000,-17.9,63496200,301,-40,-11.7,7853,13,20,2015-08-26
9,9,0,NEW,20008343,그날이 오면, ,596000,1.0,596000,100,6080000,298,298,100,2924,1,3,2015-08-26
10,10,0,NEW,20153361,라 트라비아타,2015-08-12,2906000,5.1,2906000,100,15377500,242,242,100,918,9,9,2015-08-26
1,1,0,NEW,20155874,미라클 벨리에,2015-08-27,44027000,54.8,44027000,100,150446000,6073,6073,100,20346,240,568,2015-08-27
2,2,0,OLD,20158062,숀더쉽,2015-08-13,7108500,8.9,1755000,32.8,608053900,1096,169,18.2,86557,23,24,2015-08-27
3,3,15,OLD,20152801,원 와일드 모먼트,2015-08-27,3476000,4.3,3071000,758.3,17174000,479,344,254.8,2327,36,81,2015-08-27
4,4,-3,OLD,20156281,성실한 나라의 앨리스,2015-08-13,3238500,4.0,-10211000,-75.9,305236700,421,-1668,-79.8,38035,31,62,2015-08-27
5,5,-1,OLD,20152962,나의 어머니,2015-08-20,2945000,3.7,-943000,-24.3,39874100,400,-151,-27.4,5327,22,33,2015-08-27
6,6,0,NEW,19820112,십계,1973-06-16,750000,0.9,750000,100,21584072,375,375,100,11779,1,2,2015-08-27
7,7,2,OLD,20008343,그날이 오면, ,549000,0.7,-47000,-7.9,6629000,273,-25,-8.4,3197,1,3,2015-08-27
8,8,0,OLD,20151962,블러바드,2015-08-13,1925500,2.4,-135000,-6.6,65421700,256,-45,-15,8109,20,25,2015-08-27
9,9,2,OLD,20153311,기적의 피아노,2015-09-03,2040000,2.5,296000,17,15183000,255,37,17,1845,1,1,2015-08-27
10,10,-7,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,1749800,2.2,-2051800,-54,42242300,249,-368,-59.6,6160,17,23,2015-08-27
1,1,0,OLD,20155874,미라클 벨리에,2015-08-27,67199111,59.9,23172111,52.6,217645111,8700,2627,43.3,29046,245,567,2015-08-28
2,2,0,NEW,20153521,이민자,2015-09-03,9475100,8.4,9475100,100,11479100,1044,1044,100,1282,16,16,2015-08-28
3,3,-1,OLD,20158062,숀더쉽,2015-08-13,5826000,5.2,-1282500,-18,613879900,939,-157,-14.3,87496,24,27,2015-08-28
4,4,-1,OLD,20152801,원 와일드 모먼트,2015-08-27,3959500,3.5,483500,13.9,21133500,486,7,1.5,2813,39,82,2015-08-28
5,5,0,OLD,20152962,나의 어머니,2015-08-20,3214551,2.9,269551,9.2,43088651,475,75,18.8,5802,27,37,2015-08-28
6,6,-2,OLD,20156281,성실한 나라의 앨리스,2015-08-13,3361500,3.0,123000,3.8,308598200,411,-10,-2.4,38446,32,55,2015-08-28
7,7,3,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,2534500,2.3,784700,44.8,44776800,375,126,50.6,6535,19,27,2015-08-28
8,8,-2,OLD,19820112,십계,1973-06-16,706000,0.6,-44000,-5.9,22290072,353,-22,-5.9,12132,1,2,2015-08-28
9,9,-1,OLD,20151962,블러바드,2015-08-13,1836000,1.6,-89500,-4.6,67257700,253,-3,-1.2,8362,22,25,2015-08-28
10,10,17,OLD,20151302,무민 더 무비,2015-08-13,1133600,1.0,766600,208.9,130197100,202,152,304,17897,6,8,2015-08-28
1,1,0,OLD,20155874,미라클 벨리에,2015-08-27,113859878,68.6,46660767,69.4,331504989,14478,5778,66.4,43524,238,491,2015-08-29
2,2,1,OLD,20158062,숀더쉽,2015-08-13,6250600,3.8,424600,7.3,620130500,979,40,4.3,88475,25,32,2015-08-29
3,3,3,OLD,20156281,성실한 나라의 앨리스,2015-08-13,6850500,4.1,3489000,103.8,315448700,802,391,95.1,39248,33,66,2015-08-29
4,4,1,OLD,20152962,나의 어머니,2015-08-20,4943500,3.0,1728949,53.8,48032151,622,147,30.9,6424,24,37,2015-08-29
5,5,4,OLD,20151962,블러바드,2015-08-13,4624000,2.8,2788000,151.9,71881700,551,298,117.8,8913,22,29,2015-08-29
6,6,-2,OLD,20152801,원 와일드 모먼트,2015-08-27,4307000,2.6,347500,8.8,25440500,533,47,9.7,3346,40,76,2015-08-29
7,7,0,OLD,20152279,마리 이야기: 손끝의 기적,2015-08-20,2443600,1.5,-90900,-3.6,47220400,354,-21,-5.6,6889,18,25,2015-08-29
8,8,4,OLD,20008343,그날이 오면, ,508000,0.3,166000,48.5,7479000,254,83,48.5,3622,1,3,2015-08-29
