Type,Title,Overview,Release Date,Popularity,Vote Average,Vote Count,Original Title,Original Language,Genres,Comedy,Action & Adventure,Animation,,Crime,TV Movie,Drama,Documentary,Horror,Music,War,Sci-Fi & Fantasy,Kids,Family,Adventure,History,Action,Thriller,Reality,Mystery,Romance,Fantasy,War & Politics,Soap,Science Fiction,Talk,Western,News
movie,The Sandman,"Gary is a trailer park romance novelist who can't seem to sleep at night. He also thinks that he saw a monster assaulting his girlfriend while she was sleeping. People is his trailer park begin to die in their sleep. Soon, Gary's friends begin to think that he has gone crazy with all his ranting and raving and that all he needs is a good night's sleep. Gary is afraid to sleep...",1995-12-05,5.663,3.5,4.0,The Sandman,en,Horror,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
movie,The Sandman,An altruistic dream salesman writes his own dreams for the first time.,2014-01-01,4.065,0.0,0.0,The Sandman,en,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Sandman,"A mother tries to ease her terminally ill son through his final days of treatment, using a classic bedtime tale.",2010-11-04,4.047,0.0,0.0,The Sandman,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Sandman,,,2.744,0.0,0.0,The Sandman,de,Mystery,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
movie,The Sandman,"A doctor walks the line of his own morality as he participates in executions, while personally opposing capital punishment.",2017-02-19,1.717,0.0,0.0,The Sandman,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Sandman,"A re-telling of ETA Hoffman's ""The Sandman"" as an exposition of how it inspired Freud's theory of ""The Uncanny"". Created in the style of early German Expressionist cinema (complete with visual references to Metropolis and The Cabinet of Dr. Caligari) using both digital video and 35mm still photography, and combines live action with stop motion animation.",2007-08-11,2.939,0.0,0.0,The Sandman,en,Mystery,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
movie,The Sandman,"One of several collaborative dance films by the Brothers Quay & (dancer, choreographer) William Tuckett. Little enough info around on line, but there's briefly by way of Wikipedia entry. Adapted rather loosely from the works of the E.T.A. Hoffman. Familiar Quays' tropes, much in evidence: automata, trompe l'oeil effects, etc. No credit on the sound design (which is fairly elaborate), tho' that is possibly Larry Sider.",2000-11-04,5.298,0.0,0.0,The Sandman,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,ECW Enter The Sandman,"ECW Champion Sandman defends his title twice in one night in separate matches against Cactus Jack and Shane Douglas. Eddy Guerrero faces Dean Malenko in a classic encounter. Brothers Axl and Ian Rotten go to war with each other. Raven, Tommy Dreamer, The Public Enemy and more in extreme action!",1995-05-13,2.23,6.0,1.0,ECW Enter The Sandman,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Cure for Pain: The Mark Sandman Story,"Gatling Pictures' ""Cure for Pain: The Mark Sandman Story"" examines the life and work of Mark Sandman, deceased frontman of Boston ""low rock"" band Morphine. From his Newton, Mass., roots to his travels across America and around the globe, Sandman left an indelible imprint as one of the most distinctive musicians of his generation. Along with revisiting the ""unique and sultry sound"" of his music, the film explores the meaning of family through this critically praised and personally conflicted singer, songwriter and innovative instrumentalist.",2011-04-29,4.84,6.2,4.0,Cure for Pain: The Mark Sandman Story,en,"Documentary, Music",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
movie,YouShoot: The Sandman,"Sandman takes the YouShoot pledge and ducks no question in this 2 hour and 20 minute edition of the wildest shoot-style series ever...YouShoot!  Sit back, crack open a cold one, and see Hak answer the questions sent by YOU.  It's all the fun and games you've come to expect from the YouShoot series.",2008-05-11,0.6,0.0,0.0,YouShoot: The Sandman,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Sandman,"One fine morning, Benno finds sand in his bed. While he tries to ignore this at first, he soon must realize that he himself is loosing the sand.",2011-01-18,9.096,6.3,17.0,Der Sandmann,de,"Comedy, Drama, Fantasy",1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
movie,Nilus the Sandman: The Boy Who Dreamed Christmas,"A little boy is taken by the Sand Man to Santa's workshop, only to discover that it has been taken over and industrialized by an evil robot.",1991-12-11,1.958,5.0,2.0,Nilus the Sandman: The Boy Who Dreamed Christmas,en,"Animation, Fantasy",,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
movie,The Sandman,"Based on the classic 19th century tale by German writer/composer E.T.A. Hoffmann, the film investigates the tale's themes of obsession and madness, emphasizing expressionist imagery and theatrical style. The story relates the life of the young student Nathanael, whose childhood memories are haunted by a sinister  man. As a child, Nathanael believed this dark figure to be the mythic Sandman, who puts children to sleep by stealing their eyes. When confronted by this same evil presence as an adult, he is pushed toward madness as he tries to confront his childhood fears.",1983-01-01,4.802,10.0,2.0,Der Sandmann,de,"Drama, History, TV Movie, Horror",,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
movie,The Sandman and the Lost Sand of Dreams,"Each night, like every other child in the world, Miko goes to Dreamland thanks to magic sand dispersed by the Sandman. But one night, the evil dream Habumar steals the Sand of Dreams and takes control of Dreamland. The Sandman and his faithful sheep Neopomuk ask Miko to help them get back the precious sand, and to hence foil the plans of terrifying Habumar. So begins a great adventure in a world where all is possible.",2010-09-30,5.276,6.0,4.0,Das Sandmännchen - Abenteuer im Traumland,de,"Animation, Family",,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
movie,Eye of the Sandman,"Just days before her wedding, a one-eyed bride-to-be develops an obsession for a mysterious stranger that may cost her her marriage, her home, and her other eye.",2010-06-01,0.917,3.0,2.0,Eye of the Sandman,en,"Comedy, Horror",1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
movie,The Sandman,"Daniel and Clara are on a vacation in Italy. In the form of the mysterious ""Sandman"" Coppola, a figure from Daniel's childhood, returns to haunt him, while he succumbs to an obsessive love with an enigmatic woman of strange beauty: Olympia, who might be far more than she first appears to be...",1993-07-01,4.632,2.0,1.0,Der Sandmann,de,"Fantasy, Mystery, Horror",,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
tv,Virgin River,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",,126.818,7.968,483.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Virgin River: Father Christmas,Shocking news and unexpected gifts are in store on Christmas Eve as couples and families come together despite their differences.,2023-11-30,3.686,10.0,1.0,Virgin River: Father Christmas,en,"Romance, Drama",,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
movie,Virgin River: The More The Merrier,"As the holidays get underway, visiting relatives bring drama to town. Mel and Jack try to track down the author of the mysterious letters to her mother.",2023-11-30,5.605,10.0,1.0,Virgin River: The More The Merrier,en,"Romance, Drama",,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
movie,The 2005 Santa Clara Virgin River Flood - Images of Loss and Hope,An interview-style look into the 2005 flood that devastated parts of Utah.,2005-07-20,0.6,0.0,0.0,The 2005 Santa Clara Virgin River Flood - Images of Loss and Hope,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,Emily in Paris,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",,391.206,7.702,1230.0,,en,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
person,Emilie Paris,,,3.485,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Firefly Lane,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",,232.749,7.7,233.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Manifest,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,195.842,7.7,1468.0,,en,"Drama, Mystery, Sci-Fi & Fantasy",,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
movie,Manifest,"An intimate statement about the filmmaker’s need for self-expression through her own nudity and simultaneously an effort to reject the taboo of patriarchal society. Using diary entries, anger-filled personal reflections, and discussions with a mother painting her nude daughter, the film opens the topic of overcoming shame for one’s own physicality and female sexuality.",2020-10-19,1.592,7.3,3.0,Manifest,da,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Manifest,"Manifesto is the first independent work of the classic Soviet documentarian Lidia Stepanova. The documentary was compiled from newsreel material shot across the USSR as well as from foreign footage, with the purpose of celebrating the achievements of the newly established Bolshevik state.",1927-01-01,0.6,0.0,0.0,Manifest,ru,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Manifest,"Andreas sits alone in his apartment, scouring the internet for evidence. He is making a film. A wake-up call for all of humanity. A call to arms. 'Manifest' is a portrait of a man trying to make sense of a chaotic and unpredictable world.",2020-05-28,0.661,0.0,0.0,Manifest,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Dmytro Manifest,,,1.4,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Manifesto,"Chen Wangdao returns from his studies in Japan and takes on the task of translating the Communist Manifesto, which changes the course of his life.",2023-03-24,3.76,5.0,1.0,望道,zh,"History, Drama",,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
tv,Manifestes en série,,,26.389,0.0,0.0,,fr,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Manifesto,A glimpse into the world of protests and the reasoning behind the actions.,2013-09-21,0.6,0.0,0.0,Manifeste,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Manifestation,"Ambitious husband Stephen, a stay-at-home crypto-currency day trader, manifests a twin version of his wife Roni, named Vronika, to assist him in winning trades. But Vronika soon shows a dark side.",2024-03-19,3.754,9.0,1.0,The Manifestation,en,"Thriller, Mystery",,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
movie,The Maddock Manifesto,"It all begins in an empty theatre. In search of a manuscript that is supposed to change the world, Ben embarks on an odyssey. He encounters a flying fish, a telephone without a dial, an oracle called Enigma and a mystical canine figure in a deserted mountain landscape – reality and longings become inextricably intertwined on his visually stunning journey.",2022-01-28,0.862,0.0,0.0,Das Maddock Manifest,de,"Mystery, Fantasy, Science Fiction",,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,
movie,Body Manifesto,A documentary about the Brazilian feminist fight for reproductive justice.,,0.631,0.0,0.0,Corpo Manifesto,pt,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Manifesto Canibal - How to Make Movies in Times of Crisis and Chaos,"In 2002 Petter Baiestorf launched the fanzine ""Manifesto Canibal"" with notes on how to produce films independently without any resources. In 2004 the anarchist publisher Achiamé ordered an expansion of the fanzine to be published in book format and, thus, the book ""Manifesto Canibal"" by Petter Baiestorf, Cesar Souza and intervention by Carli Bortolanza appeared. In 2007, already out of print, Petter Baiestorf decided to film the book in the format of an experimental short and what follows here is the result of this iconoclastic experience that kills the gods of cinema.",2007-06-13,0.6,0.0,0.0,Manifesto Canibal: O Filme,pt,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Manifesta 10: Iron Arch/Souvenir,,,0.6,0.0,0.0,Manifesta 10: Iron Arch/Souvenir,uk,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Manifesto for Freedom,6 communists will try to escape Buchenwald concentration camp at any price.,1974-01-01,0.6,6.0,1.0,Manifest za slobodu,sh,"War, Drama",,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
movie,The Energy Manifesto!,"A highly expressive cry from the author of the manifesto, uttered while his head emerges from the water: ""I should like to tell you all that art is energy!""",2003-02-04,1.202,0.0,0.0,Manifesto Energetyczy!,pl,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Dj Manifest,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Les manifestants,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Meat Beat Manifesto,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Eric (Manifest) Akosah Jr.,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Wayne Manifesto,"The Wayne Manifesto is an Australian children's television series that aired on the ABC in 1996. Based on the children's books by David McRobbie, it is centred around the life 12-year-old Wayne Wilson, showing the world both as the way he would like it and the way it really is. Filmed in Brisbane, Australia, it aired most weekdays in the afternoon at 4pm on the ABC.",,24.001,6.5,2.0,,en,"Comedy, Kids",1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
tv,The Glory,"After a childhood marked by pain and violence, a woman puts a carefully planned revenge scheme in motion.",,145.657,8.5,593.0,,ko,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Beyond the Glory,"Beyond the Glory was a documentary series that profiles some of the most legendary and controversial athletes in recent history. Executive produced by Steve Michaels and Frank Sinton and narrated by Jay Mohr, the show used archived video, on-camera interviews and player histories to take viewers beyond the playing field and into the athletes' lives and minds.

The series was produced by Asylum Entertainment.",,105.676,6.0,1.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,The Price of Glory,This electrifying musical drama follows four talented singers and the challenges they face along the way to fame. The biggest one? Their manager.,,36.243,7.8,16.0,,es,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Ordinary Glory,A workplace drama that follows a manager who has been repeatedly passed over for a promotion and his new intern. They work hard to make it in the financial sector in Shanghai.,,44.099,0.0,0.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Song of Glory,"During the Liu Song dynasty, powerful aristocrats have taken control of the government, throwing the country into chaos. To change this, Chancellor Liu Yikang (Qin Hao) introduces new policies for political reform. To break the alliance between the aristocrats, Liu Yikang enters into a marriage alliance with the Shen family, who has roots in the military. His fiancé turns out to be Shen Lige (Li Qin), whom he has previously met at a dance house. After marriage, Li Ge assists Liu Yikang in dealing with their political opponents and implementing new policies. However, in response, the aristocrats ally together to suppress Li Ge and the Shen family, who is later massacred. Pained by her loss, Li Ge vows to take revenge for her family.",,35.558,8.1,7.0,,zh,"Drama, War & Politics",,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Glory of the Special Forces,"Yan Poyue, a high school student who comes from a family of soldiers. He forgoes the university entrance examinations and joins the armed police force in order to prove his worth to his father.",,27.58,7.2,4.0,,zh,"Drama, Family",,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
tv,The Glory of Tang Dynasty,"It is a adapted from a novel by Cang Min Shui 沧溟水 that tells the life of a woman, intelligent and kind, who becomes a concubine of the inner court while her love for the people enables her to do great things for the country. It's standard palace politics that we've all heard before but also the kind of story that can be so addictively good.",,69.224,7.4,6.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Glory and the Dream,"Realistic drama which revolves around a group of young scientists devoted to the testing of atomic and hydrogen bombs.

A story from the 1960's until the advent of a new millennia that revolves around young people who devote themselves to construction as a means to serve their country.

As Chairman Mao's ideals shape the nation, Zhang Lijun who hails from a military background, Ma Chaoyang who is the son of a farmer, Lu Ruowen who comes from a wealthy family and Xiang Qing who has returned from the Soviet Union are impassioned youths who have arrived at Chong San Jun Ling.",,27.79,0.0,0.0,,zh,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Glory of Youth,"A story about a group of university students who join the army and become soldiers for the rocket force. Under the leadership of old soldiers with special skillsets, their bodies and minds are put to the test in order to become full-fledged soldiers.

Hapless romantic Xia Zhuo, 2nd generation military man Ouyang Jun, flower boy Lin An Bang and the sloppy king Yi Zi Meng are four roommates who go to the same university and live in the same dorm. For reasons of their own, they have become student recruits for the rocket force. However, one look at the army troops and a feeling of regret sweeps over them.",,23.052,6.0,1.0,,zh,"Drama, War & Politics",,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Blood and Glory: The Civil War in Color,,,9.611,0.0,0.0,,en,"Documentary, War & Politics",,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
tv,The Path to Glory,,,15.628,0.0,0.0,,ko,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The King's Avatar: For the Glory,"In this prequel to the animated series The King's Avatar, Ye Xiu enters into the pro gaming world of Glory, and competes in the first Pro League series tournament.",2019-08-16,9.443,6.9,48.0,全职高手之巅峰荣耀,zh,"Animation, Action, Adventure, Fantasy",,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,
movie,Glory to the Filmmaker!,Takeshi Kitano plays a version of himself in which he's a struggling director cycling through a number of different genres in an effort to complete his latest project.,2007-06-02,7.598,6.3,46.0,ばんざい! / 監督・ばんざい!,ja,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Outlaws - For Greater Glory,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",2012-06-01,16.67,6.7,144.0,For Greater Glory: The True Story of Cristiada,en,"History, Drama, Action, War",,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
movie,"Hugo Sanchez, the Goal and the Glory","The definitive chronicle of the best Mexican athlete in history. From his beginnings in Mexico's university team, his transcendental time in Spain's Real Madrid, his international falls and his very personal obsession for success.",2022-11-18,2.654,7.1,13.0,Hugo Sánchez: El gol y la gloria,es,"Documentary, History",,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
tv,The Glory Boys,"Set in London, this three-part British miniseries was adapted by Gerald Seymour from his own novel. A visiting Israeli scientist was targeted for assassination by two different terrorist organizations: one Irish, one Arab. After working at cross-purposes for an extended length of time, the hired killers from both factions decided to join forces to carry out their murderous assignment.",,34.175,5.5,4.0,,en,"Drama, Crime",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Gillan: The Glory Years,"he Glory Years is a DVD of the rock group Gillan, released in 2008 by Eagle Rock Entertainment. It consists of a live concert recorded at Oxford Polytechnic, England on February 18, 1981 for the BBC series 'Rock Goes to College', and several of the band's guest performances on German TV and BBC's TV chart show Top of the Pops.",2008-08-04,0.602,0.0,0.0,Gillan: The Glory Years,en,Music,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
movie,The Real Glory,"Fort Mysang, southern Philippine Islands, under US rule, 1906. A small group of army officers and native troops resist the fierce and treacherous attacks of the ruthless Alisang and his fanatical followers.",1939-09-29,10.949,6.2,20.0,The Real Glory,en,"Drama, War",,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
movie,The Glory Guys,"Though a fictionalized Western based on George Armstrong Custer's 7th Cavalry Regiment at the Battle of the Little Big Horn, the film is almost a generic war story covering the enlistment, training, and operational deployment of a group of recruits that could take place in any time period.",1965-07-07,10.218,6.5,29.0,The Glory Guys,en,"Drama, Action, Western, Romance",,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,
movie,The Administration of Glory,"A shooting ritual is held in a ballroom. Then leads to 5 stories of different kinds of ""stealing"". A office worker steals an ancient divine sword. Two mask-men steal the office worker's car. A scientist steals people's mind by his supernatural power experimentation. A loser steal other's wine.",2014-05-23,0.6,0.0,0.0,The Administration of Glory,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Wednesday,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",,301.576,8.5,8195.0,,en,"Sci-Fi & Fantasy, Mystery, Comedy",1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
tv,Wednesday Downtown,"Everybody has theories that they personally cling blindly to regardless of proof or scientific validity. In this entertaining information program, a host of celebrities present their cases for pet theories to studio guests by any means be it academic argument or laughably “out there” logic. Can their theories gain acceptance? Or will they be discarded as pop science that only adds confusion to the world? Find out through exhaustive examination including on-location experiments!",,158.152,7.0,1.0,,ja,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,Wednesday,Jack Lemmon stars as a talk radio DJ who runs into some serious trouble live on the air.,1974-01-01,8.7,0.5,1.0,Wednesday,en,Thriller,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
movie,Wednesday,"Wednesday is a story of life, love, loss, and redemption. It is divided into four separate segments: Luke & Lucy, Purgatory, Lyrics of a Lowly Life, and Narcissus Flower. Each segment details how different people deal with love and loss. These basic human emotions exist across the world, it's how we individually deal with them that separates and connects us all.",2006-07-28,3.637,0.0,0.0,Wednesday,en,"Drama, Romance",,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
movie,Wednesday,"A global lockdown might feel like the perfect time to write a piece of reflective drama, but for one bickering couple the creative process leads to nothing but disagreement.",2020-06-19,4.939,0.0,0.0,Wednesday,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Wednesday,"Recently homeless and living in a car with her mother, a teenage girl commits a reckless act, desperate to rescue a vestige of their former life. Starring Mychala Lee and Chene Lawson. Directed by Daniel Willis; written by Jessica D. Shields.",2019-06-13,2.744,0.0,0.0,Wednesday,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Wednesday,"Jackson, awaiting a phone call from his mother regarding his brother's medical procedure, calls Shand, who is states away. They decide to stay on the phone with each other until he gets the news.",,1.96,10.0,1.0,Wednesday,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Wednesday,When Chris and his classmates left for school on Wednesday none of them imagined what would await them. See things through pupils eyes and witness the tension and fear.,,1.743,10.0,3.0,Wednesday,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Wednesday,"Played almost entirely in reverse, Wednesday is an experimental drama about a man struggling with paranoia.",2014-04-27,1.464,0.0,0.0,Wednesday,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Wednesday Play,"The Wednesday Play is an anthology series of British television plays which ran on BBC1 from October 1964 to May 1970. The plays were usually written for television, although adaptations from other sources also featured. The series gained a reputation for presenting contemporary social dramas, and for bringing issues to the attention of a mass audience that would not otherwise have been discussed on screen.",,559.957,4.5,4.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,How do you like Wednesday?,"How do you like Wednesday? was a Japanese television variety series that aired on the HTB network in Hokkaidō, Japan, and on other regional television networks in Japan. The program debuted on HTB on October 9, 1996. The series was one of the first local variety programs to be produced on Hokkaido; prior to this series' launch, local variety programs in Hokkaidō were virtually non-existent. The program also had a significant influence on other local programs in other regions in Japan, most notably Kwangaku! in Kansai and Nobunaga in Tokai.

The series achieved a record 18.6% viewing share on December 8, 1999, the highest share for a late-night program on a local TV station.

Production of the weekly regular series ended in September 2002, though new limited-run series were produced on average of every 18 months; the latest series was shown on HTB in late 2005, eight episodes in length.

Most of the series have been rerun under the names of Dōdeshō Returns and Suiyō Dōdeshō Classic.",,211.467,9.2,2.0,,ja,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv,A Wednesday Love Affair,,,32.736,9.0,1.0,,ja,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Wednesday Club,"""Wednesday Club"" is a club of middle children who feel they haven't been accepted, that no one pays them any attention. There are seven members, Kong, Phali, Tam, May, Kun, Mac and Pheem, and one ironclad rule: members may not form romantic relationships with each other in order to maintain amity.",,24.018,0.0,0.0,,th,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Wednesday 3:30 PM,"This drama tells the story of a woman who was dumped by her boyfriend and tries win to win back his heart by making him jealous. With her close male friend, she manipulates her social media to create a fake “lovestagram” (love + Instagram). The two characters are childhood friends, and a sweet romance will unfold as they begin to live together.",,18.671,6.4,9.0,,ko,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
person,Wednesday Addams,,,3.539,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Fireworks Wednesday,"Rouhi, a young bride-to-be, is hired as a maid for an affluent family in Tehran. Upon arriving, she is suddenly thrust into an explosive domestic conflict. The wife is convinced her husband is having an affair and enlists Rouhi as a spy, to follow her husband, and confirm her suspicions. What Rouhi discovers, however, threatens not only their marriage but her own future.",2006-02-08,10.828,7.5,120.0,چهارشنبه سوری,fa,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
person,Wednesday Kennedy,,,1.916,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Wednesday Standley,,,1.846,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Wednesday Food Talk,A food information show where the hosts share their knowledge about the history of famous and popular restaurants.,,15.112,0.0,0.0,,ko,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Adult Wednesday Addams,"Wednesday is all grown up and has finally moved out of her family's manor to experience adult life in Los Angeles. She looks for an apartment, goes on job interviews, internet dates and encounters some unfortunate antagonists along the way.",,98.608,8.75,8.0,,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Ginny & Georgia,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",,222.132,8.13,1497.0,,en,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Ginny & Georgia - The Afterparty,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school.",2021-02-26,6.57,8.0,30.0,Ginny & Georgia - The Afterparty,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Ginny and Georgia,"A mum's struggle through trauma and her relationship with her daughter. Themes of depression, self harm, abuse, suicide.",,0.6,0.0,0.0,Ginny and Georgia,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Love Is Blind,"Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person.",,227.156,6.6,67.0,,en,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Love Is Blind: Sweden,The unique dating experiment lands in Sweden as local singles seek true love and propose marriage — all before seeing each other in person.,,15.999,7.5,6.0,,sv,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Love Is Blind: Brazil,"The dating experiment comes to Brazil as local singles look for true love and get engaged, all without meeting the other person face to face.",,22.508,6.6,25.0,,pt,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Love Is Blind: Japan,"In this reality dating series, marriage-minded singles in Japan meet, date and get engaged — before ever setting eyes on each other.",,31.645,6.5,10.0,,ja,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Love Is Blind,"The romantic comedy tells the story of Maurin Gong, a middle-aged man who has been on seven blind dates and is clumsy and unattractive. He meets Leung Lei, a beautiful and kind-hearted Filipina girl who has chosen a life as a prostitute. Their hilarious and romantic love story explores the power of love and challenges societal norms. Zhou Hai Mei portrays Leung Lei in a departure from her previous innocent roles, bringing a sexy and wild charm to the screen.",,14.562,0.0,0.0,,cn,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
