rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date,showTm,prdtYear,prdtStatNm,typeNm,nationNm,genreNm,director,actor,showTypeGroupNm,showTypeNm,audits
7,7,1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,12300000,0.6,-33449400,-73.1,5454960700,1212,-3144,-72.2,480886,161,227,2024-03-11,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
8,8,10,OLD,20247219,사운드 오브 프리덤,2024-02-21,5395500,0.3,-1009200,-15.8,560804800,871,210,31.8,51500,67,73,2024-03-11,131,2023,개봉,장편,미국,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,2D,디지털,15세이상관람가
9,9,3,OLD,20231415,소풍,2024-02-07,5935900,0.3,-4740000,-44.4,2983564049,663,-515,-43.7,333330,71,84,2024-03-11,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
10,10,-6,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,4565100,0.2,-151499450,-97.1,1270929110,532,-17879,-97.1,147912,112,132,2024-03-11,73,2024,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1156046130,65.2,-132591600,-10.3,79950403335,121933,-13329,-9.9,8299134,1967,7547,2024-03-12,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,334676772,18.9,-44923956,-11.8,15237241633,27395,-3851,-12.3,1341337,967,2462,2024-03-12,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,OLD,20236732,가여운 것들,2024-03-06,65442704,3.7,-1381159,-2.1,784293026,6791,-99,-1.4,79102,442,773,2024-03-12,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,0,OLD,20234789,패스트 라이브즈,2024-03-06,54763645,3.1,5239194,10.6,596619912,6371,691,12.2,67148,566,961,2024-03-12,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
5,5,0,OLD,20236180,웡카,2024-01-31,44048002,2.5,-22289,-0.1,32846076163,4630,95,2.1,3416040,504,788,2024-03-12,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
6,6,0,OLD,20247074,건국전쟁,2024-02-01,31977155,1.8,2095855,7.0,10680372402,3695,294,8.6,1148163,382,489,2024-03-12,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,12986600,0.7,686600,5.6,5467947300,1270,58,4.8,482156,166,234,2024-03-12,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
8,8,1,OLD,20231415,소풍,2024-02-07,7809800,0.4,1873900,31.6,2991373849,902,239,36.0,334232,76,90,2024-03-12,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
9,9,0,NEW,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,10608000,0.6,10608000,100.0,13348000,624,624,100.0,804,1,1,2024-03-12,110,2023,개봉,장편,일본,애니메이션,카타기리 타카시,"에구치 타쿠야, 타네자키 아츠미, 하야미 사오리","2D, 2D, 4D, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, DOLBYCINEMA",12세이상관람가
10,10,0,NEW,20232134,돌핀,2024-03-13,5022000,0.3,5022000,100.0,12154000,558,558,100.0,1363,3,3,2024-03-12,89,2022,개봉,장편,한국,드라마,배두리,"권유리, 길해연, 현우석, 박미현, 심희섭",2D,디지털,12세이상관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1072288620,57.4,-83757510,-7.2,81022691955,113406,-8527,-7.0,8412540,1735,6422,2024-03-13,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,333019152,17.8,-1657620,-0.5,15570260785,27427,32,0.1,1368764,818,1895,2024-03-13,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,NEW,20236488,밥 말리: 원 러브,2024-03-13,82549952,4.4,82549952,100.0,93618952,9496,9496,100.0,10489,579,1223,2024-03-13,106,2023,개봉,장편,미국,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어, 라샤냐 린치, 제임스 노턴","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
4,4,0,NEW,20247053,메이 디셈버,2024-03-13,67206348,3.6,67206348,100.0,120978111,7904,7904,100.0,12879,400,591,2024-03-13,117,2023,개봉,장편,미국,드라마,토드 헤인즈,"나탈리 포트만, 줄리안 무어, 찰스 멜튼",2D,디지털,청소년관람불가
5,5,12,OLD,20247782,랜드 오브 배드,2024-03-13,40878555,2.2,38304555,1488.1,46792555,5369,5083,1777.3,6009,385,679,2024-03-13,113,2024,개봉,장편,미국,액션,윌리엄 유뱅크,"러셀 크로우, 리암 헴스워스, 루크 헴스워스, 마일로 벤티밀리아",2D,디지털,15세이상관람가
6,6,-3,OLD,20236732,가여운 것들,2024-03-06,42050505,2.2,-23392199,-35.7,826343531,4292,-2499,-36.8,83394,281,385,2024-03-13,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
7,7,-3,OLD,20234789,패스트 라이브즈,2024-03-06,34194456,1.8,-20569189,-37.6,630814368,3603,-2768,-43.4,70751,308,486,2024-03-13,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
8,8,0,NEW,20247198,마담 웹,2024-03-13,33235521,1.8,33235521,100.0,35107521,3586,3586,100.0,3794,648,1055,2024-03-13,116,2023,개봉,장편,미국,액션,S.J. 클락슨,"다코타 존슨, 시드니 스위니, 이사벨라 메르세드, 셀레스트 오코너, 타하르 라힘","2D, 4D, ScreenX, DOLBYCINEMA","디지털, 4D, ScreenX, DOLBYCINEMA",12세이상관람가
9,9,0,NEW,19980003,태양은 없다,1999-01-01,16139200,0.9,16139200,100.0,24874900,2288,2288,100.0,3371,83,147,2024-03-13,108,1998,개봉,장편,한국,드라마,김성수,"정우성, 문소연, 박지훈, 이정재, 이범수, 한고은, 이기열, 박성웅, 이봉규, 권태원","필름, 2D","필름, 디지털",18세 미만인 자는 관람할 수 없는 등급
10,10,-5,OLD,20236180,웡카,2024-01-31,21620807,1.2,-22427195,-50.9,32867696970,2253,-2377,-51.3,3418293,237,312,2024-03-13,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,994488376,59.1,-77800244,-7.3,82017180331,105065,-8341,-7.4,8517605,1754,6456,2024-03-14,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,309814157,18.4,-23204995,-7.0,15880074942,24491,-2936,-10.7,1393255,828,1884,2024-03-14,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,OLD,20236488,밥 말리: 원 러브,2024-03-13,40116956,2.4,-42432996,-51.4,133735908,4553,-4943,-52.1,15042,507,1004,2024-03-14,106,2023,개봉,장편,미국,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어, 라샤냐 린치, 제임스 노턴","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
4,4,1,OLD,20247782,랜드 오브 배드,2024-03-13,32434293,1.9,-8444262,-20.7,79226848,3960,-1409,-26.2,9969,386,668,2024-03-14,113,2024,개봉,장편,미국,액션,윌리엄 유뱅크,"러셀 크로우, 리암 헴스워스, 루크 헴스워스, 마일로 벤티밀리아",2D,디지털,15세이상관람가
5,5,1,OLD,20236732,가여운 것들,2024-03-06,39117080,2.3,-2933425,-7.0,865460611,3931,-361,-8.4,87325,292,390,2024-03-14,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
6,6,1,OLD,20234789,패스트 라이브즈,2024-03-06,29680917,1.8,-4513539,-13.2,660495285,3134,-469,-13.0,73885,320,486,2024-03-14,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
7,7,0,NEW,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,28836000,1.7,28836000,100.0,42184000,3120,3120,100.0,3924,11,11,2024-03-14,110,2023,개봉,장편,일본,애니메이션,카타기리 타카시,"에구치 타쿠야, 타네자키 아츠미, 하야미 사오리","2D, 2D, 4D, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, DOLBYCINEMA",12세이상관람가
8,8,-4,OLD,20247053,메이 디셈버,2024-03-13,25486445,1.5,-41719903,-62.1,146464556,2912,-4992,-63.2,15791,375,540,2024-03-14,117,2023,개봉,장편,미국,드라마,토드 헤인즈,"나탈리 포트만, 줄리안 무어, 찰스 멜튼",2D,디지털,청소년관람불가
9,9,2,OLD,20247074,건국전쟁,2024-02-01,18946378,1.1,3230961,20.6,10715034197,2217,372,20.2,1152225,181,206,2024-03-14,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
10,10,0,OLD,20236180,웡카,2024-01-31,20209790,1.2,-1411017,-6.5,32887906760,2112,-141,-6.3,3420405,228,290,2024-03-14,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1482143003,62.0,487654627,49.0,83499323334,150668,45603,43.4,8668273,1860,7090,2024-03-15,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,477343683,20.0,167529526,54.1,16357418625,37224,12733,52.0,1430479,877,2087,2024-03-15,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,2,OLD,20236732,가여운 것들,2024-03-06,55257810,2.3,16140730,41.3,920718421,5340,1409,35.8,92665,303,429,2024-03-15,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,-1,OLD,20236488,밥 말리: 원 러브,2024-03-13,43802593,1.8,3685637,9.2,177538501,4752,199,4.4,19794,473,929,2024-03-15,106,2023,개봉,장편,미국,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어, 라샤냐 린치, 제임스 노턴","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
5,5,-1,OLD,20247782,랜드 오브 배드,2024-03-13,37653475,1.6,5219182,16.1,116880323,4388,428,10.8,14357,384,670,2024-03-15,113,2024,개봉,장편,미국,액션,윌리엄 유뱅크,"러셀 크로우, 리암 헴스워스, 루크 헴스워스, 마일로 벤티밀리아",2D,디지털,15세이상관람가
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,39419872,1.6,9738955,32.8,699915157,4008,874,27.9,77893,316,497,2024-03-15,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
7,7,3,OLD,20236180,웡카,2024-01-31,33937441,1.4,13727651,67.9,32921844201,3455,1343,63.6,3423860,275,372,2024-03-15,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
8,8,0,OLD,20247053,메이 디셈버,2024-03-13,28687927,1.2,3201482,12.6,175152483,3243,331,11.4,19034,364,520,2024-03-15,117,2023,개봉,장편,미국,드라마,토드 헤인즈,"나탈리 포트만, 줄리안 무어, 찰스 멜튼",2D,디지털,청소년관람불가
9,9,-2,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,32964000,1.4,4128000,14.3,75148000,3105,-15,-0.5,7029,18,18,2024-03-15,110,2023,개봉,장편,일본,애니메이션,카타기리 타카시,"에구치 타쿠야, 타네자키 아츠미, 하야미 사오리","2D, 2D, 4D, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, DOLBYCINEMA",12세이상관람가
10,10,-1,OLD,20247074,건국전쟁,2024-02-01,16561307,0.7,-2385071,-12.6,10731595504,1907,-310,-14.0,1154132,188,216,2024-03-15,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
1,1,0,OLD,20234675,파묘,2024-02-22,3425655683,64.3,1943512680,131.1,86924979017,344954,194286,128.9,9013227,1959,7986,2024-03-16,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
